EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION
52598,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,9/2/2007,1330,Wildfire,,,0,0,0,0,CA,PST-8,,9366,Z,54,LOX,0,0,Fire Department/Rescue,,,,,,,,
60258,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,9/10/2007,1345,Wildfire,,,0,4,0,0,CA,PST-8,,10906,Z,48,SGX,1,0,Fire Department/Rescue,,,,,,,,
60257,SAN DIEGO COUNTY MOUNTAINS (ZONE),,9/12/2007,1215,Wildfire,,,0,0,0,0,CA,PST-8,,10905,Z,58,SGX,0,0,Fire Department/Rescue,,,,,,,,
60648,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,9/14/2007,1221,Wildfire,,,0,4,50000,0,CA,PST-8,,11009,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
60240,SAN DIEGO COUNTY MOUNTAINS (ZONE),,9/15/2007,1231,Wildfire,,,0,7,1000000,0,CA,PST-8,,10900,Z,58,SGX,0,0,Fire Department/Rescue,,,,,,,,
60650,COACHELLA VALLEY (ZONE),,9/26/2007,1247,Wildfire,,,0,0,0,0,CA,PST-8,,11011,Z,61,SGX,0,0,Fire Department/Rescue,,,,,,,,
60699,SANTA CLARITA VALLEY (ZONE),,10/20/2007,2042,Wildfire,,,0,0,0,0,CA,PST-8,,11021,Z,88,LOX,0,0,Fire Department/Rescue,,,,,,,,
60696,SANTA MONICA MOUNTAINS RECREATION AREA (ZONE),,10/21/2007,350,Wildfire,,,0,0,0,0,CA,PST-8,,11021,Z,46,LOX,0,0,Fire Department/Rescue,,,,,,,,
60703,SANTA BARBARA COUNTY MOUNTAINS (ZONE),,10/21/2007,500,Wildfire,,,0,0,0,0,CA,PST-8,,11021,Z,52,LOX,0,0,Fire Department/Rescue,,,,,,,,
62886,SAN DIEGO COUNTY VALLEYS (ZONE),,10/21/2007,823,Wildfire,,,8,61,75000000,0,CA,PST-8,,11437,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
62765,SAN DIEGO COUNTY COASTAL AREAS (ZONE),,10/21/2007,1135,Wildfire,,,0,0,50000000,0,CA,PST-8,,11399,Z,43,SGX,0,0,Fire Department/Rescue,,,,,,,,
62764,SAN DIEGO COUNTY MOUNTAINS (ZONE),,10/21/2007,1135,Wildfire,,,0,0,50000000,0,CA,PST-8,,11399,Z,58,SGX,0,0,Fire Department/Rescue,,,,,,,,
62766,SAN DIEGO COUNTY VALLEYS (ZONE),,10/21/2007,1135,Wildfire,,,2,40,300000000,21000000,CA,PST-8,,11399,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
60700,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,10/21/2007,1155,Wildfire,,,0,0,0,0,CA,PST-8,,11021,Z,54,LOX,0,0,Fire Department/Rescue,,,,,,,,
64395,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,10/21/2007,1452,Wildfire,,,0,0,250000,0,CA,PST-8,,11675,Z,48,SGX,0,0,Fire Department/Rescue,,,,,,,,
64393,SAN DIEGO COUNTY MOUNTAINS (ZONE),,10/21/2007,1500,Wildfire,,,0,0,300000,0,CA,PST-8,,11673,Z,58,SGX,0,0,Fire Department/Rescue,,,,,,,,
64387,ORANGE COUNTY COASTAL AREAS (ZONE),,10/21/2007,1655,Wildfire,,,0,16,10000000,0,CA,PST-8,,11668,Z,42,SGX,0,0,Fire Department/Rescue,,,,,,,,
64388,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE),,10/21/2007,1655,Wildfire,,,0,0,0,0,CA,PST-8,,11668,Z,57,SGX,0,0,Fire Department/Rescue,,,,,,,,
64392,SAN DIEGO COUNTY VALLEYS (ZONE),,10/22/2007,46,Wildfire,,,0,0,50000,0,CA,PST-8,,11672,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
64390,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,10/22/2007,702,Wildfire,,,0,9,65000000,0,CA,PST-8,,11670,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
64407,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,10/22/2007,900,Wildfire,,,0,0,0,0,CA,PST-8,,11711,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
64394,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,10/22/2007,1048,Wildfire,,,0,0,0,0,CA,PST-8,,11674,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
60702,SANTA CLARITA VALLEY (ZONE),,10/22/2007,1317,Wildfire,,,0,0,0,0,CA,PST-8,,11021,Z,88,LOX,0,0,Fire Department/Rescue,,,,,,,,
64337,SAN DIEGO COUNTY VALLEYS (ZONE),,10/22/2007,1516,Wildfire,,,0,5,151100000,14600000,CA,PST-8,,11667,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
64389,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,10/22/2007,1608,Wildfire,,,0,1,50000000,0,CA,PST-8,,11669,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
64391,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,10/22/2007,2206,Wildfire,,,0,0,100000,100000,CA,PST-8,,11671,Z,48,SGX,0,0,Fire Department/Rescue,,,,,,,,
64231,SAN DIEGO COUNTY VALLEYS (ZONE),,10/23/2007,1413,Wildfire,,,0,0,5000000,6900000,CA,PST-8,,11657,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
64230,SAN DIEGO COUNTY MOUNTAINS (ZONE),,10/23/2007,1413,Wildfire,,,0,15,5000000,0,CA,PST-8,,11657,Z,58,SGX,0,0,Fire Department/Rescue,,,,,,,,
64336,SAN DIEGO COUNTY COASTAL AREAS (ZONE),,10/23/2007,2020,Wildfire,,,0,6,0,0,CA,PST-8,,11666,Z,43,SGX,0,0,Fire Department/Rescue,,,,,,,,
67790,S SIERRA MTNS (ZONE),,11/1/2007,0,Wildfire,,,0,0,0,0,CA,PST-8,,12331,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
65374,SAN DIEGO COUNTY VALLEYS (ZONE),,11/24/2007,950,Wildfire,,,0,2,0,0,CA,PST-8,,11914,Z,50,SGX,0,0,Fire Department/Rescue,,,,,,,,
83832,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),,4/18/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,14775,Z,69,STO,0,0,Newspaper,,,,,,,,
86324,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE),,4/18/2008,0,Wildfire,,,0,1,0,0,CA,PST-8,,14775,Z,67,STO,0,0,Newspaper,,,,,,,,
109791,RIVERSIDE COUNTY MOUNTAINS (ZONE),,4/29/2008,1535,Wildfire,,,0,0,0,0,CA,PST-8,,18702,Z,56,SGX,0,0,Fire Department/Rescue,,,,,,,,
109806,RIVERSIDE COUNTY MOUNTAINS (ZONE),,5/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18705,Z,56,SGX,0,0,Fire Department/Rescue,,,,,,,,
107464,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE),,5/12/2008,1848,Wildfire,,,0,0,0,0,CA,PST-8,,18376,Z,67,STO,0,0,Fire Department/Rescue,,,,,,,,
121169,TULARE CTY MTNS (ZONE),,6/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,20341,Z,97,HNX,0,0,Park/Forest Service,,,,,,,,
121172,S SIERRA MTNS (ZONE),,6/11/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,20342,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
111052,NORTHEAST FOOTHILLS/SACRAMENTO VALLEY (ZONE),,6/11/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18379,Z,66,STO,8,0,Newspaper,,,,,,,,
111083,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE),,6/12/2008,1330,Wildfire,,,0,0,0,0,CA,PST-8,,18379,Z,63,STO,0,0,Fire Department/Rescue,,,,,,,,
123559,MENDOCINO INTERIOR (ZONE),,6/20/2008,1600,Wildfire,,,0,0,0,0,CA,PST-8,,20823,Z,76,EKA,0,0,Other Federal Agency,,,,,,,,
123558,UPPER TRINITY RIVER (ZONE),,6/20/2008,1600,Wildfire,,,0,0,0,0,CA,PST-8,,20823,Z,4,EKA,0,0,Other Federal Agency,,,,,,,,
123555,NORTH COAST INTERIOR (ZONE),,6/20/2008,1600,Wildfire,,,0,0,0,0,CA,PST-8,,20823,Z,3,EKA,0,0,Other Federal Agency,,,,,,,,
100461,WESTERN SISKIYOU COUNTY (ZONE),,6/21/2008,200,Wildfire,,,0,0,0,0,CA,PST-8,,17360,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
111097,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE),,6/21/2008,500,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,63,STO,0,0,State Official,,,,,,,,
111098,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE),,6/21/2008,500,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,13,STO,6,0,State Official,,,,,,,,
111092,NORTHERN SACRAMENTO VALLEY (ZONE),,6/21/2008,500,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,15,STO,0,0,State Official,,,,,,,,
111257,MT SHASTA/WESTERN PLUMAS COUNTY (ZONE),,6/21/2008,1230,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,68,STO,0,0,State Official,,,,,,,,
111015,NORTHEAST FOOTHILLS/SACRAMENTO VALLEY (ZONE),,6/21/2008,1300,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,66,STO,6,0,State Official,,,,,,,,
111337,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),,6/21/2008,1300,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,69,STO,12,0,State Official,,,,,,,,
111013,CENTRAL SACRAMENTO VALLEY (ZONE),,6/21/2008,1300,Wildfire,,,0,0,0,0,CA,PST-8,,18378,Z,16,STO,0,0,State Official,,,,,,,,
121173,S SIERRA FOOTHILLS (ZONE),,6/21/2008,1400,Wildfire,,,0,0,0,0,CA,PST-8,,20343,Z,93,HNX,0,0,Park/Forest Service,,,,,,,,
121174,S SIERRA MTNS (ZONE),,6/21/2008,1710,Wildfire,,,0,0,0,0,CA,PST-8,,20343,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
121175,S SIERRA MTNS (ZONE),,6/21/2008,1710,Wildfire,,,0,0,0,0,CA,PST-8,,20343,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
121177,KERN CTY MTNS (ZONE),,6/28/2008,1459,Wildfire,,,0,0,1000000,0,CA,PST-8,,20344,Z,95,HNX,0,0,Emergency Manager,,,,,,,,
110134,WESTERN SISKIYOU COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18748,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
137045,KERN CTY MTNS (ZONE),,7/1/2008,0,Wildfire,,,0,0,5000000,0,CA,PST-8,,23437,Z,95,HNX,0,0,Park/Forest Service,,,,,,,,
111414,MOUNTAINS SOUTHWEST SHASTA COUNTY TO NORTHERN LAKE COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,63,STO,0,0,State Official,,,,,,,,
111436,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,2,0,0,CA,PST-8,,18867,Z,14,STO,0,0,State Official,,,,,,,,
111426,CENTRAL SACRAMENTO VALLEY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,16,STO,0,0,State Official,,,,,,,,
111423,NORTHERN SACRAMENTO VALLEY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,15,STO,0,0,State Official,,,,,,,,
111033,NORTHEAST FOOTHILLS/SACRAMENTO VALLEY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,66,STO,65,1,Fire Department/Rescue,,,,,,,,
111438,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),,7/1/2008,0,Wildfire,,,0,1,0,0,CA,PST-8,,18867,Z,69,STO,0,0,State Official,,,,,,,,
111412,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,13,STO,0,0,State Official,,,,,,,,
111409,NORTHERN SACRAMENTO VALLEY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18867,Z,15,STO,0,0,State Official,,,,,,,,
137044,S SIERRA MTNS (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,23436,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
137043,TULARE CTY MTNS (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,23432,Z,97,HNX,0,0,Park/Forest Service,,,,,,,,
137041,S SIERRA MTNS (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,23434,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
110132,WESTERN SISKIYOU COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18747,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
110130,WESTERN SISKIYOU COUNTY (ZONE),,7/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,18746,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
104675,SANTA BARBARA COUNTY MOUNTAINS (ZONE),,7/1/2008,1645,Wildfire,,,0,0,0,0,CA,PST-8,,18009,Z,52,LOX,0,0,Park/Forest Service,,,,,,,,
113837,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,7/3/2008,1234,Wildfire,,,0,0,0,0,CA,PST-8,,18715,Z,55,SGX,1,0,Fire Department/Rescue,,,,,,,,
137055,S SIERRA MTNS (ZONE),,7/19/2008,1215,Wildfire,,,0,0,0,0,CA,PST-8,,23439,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
110133,WESTERN SISKIYOU COUNTY (ZONE),,7/22/2008,300,Wildfire,,,1,0,0,0,CA,PST-8,,18749,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
137053,S SIERRA MTNS (ZONE),,7/25/2008,1310,Wildfire,,,0,0,25000000,0,CA,PST-8,,23438,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
124067,WESTERN SISKIYOU COUNTY (ZONE),,8/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,20950,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
132450,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE),,8/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22545,Z,14,STO,0,0,Park/Forest Service,,,,,,,,
124062,WESTERN SISKIYOU COUNTY (ZONE),,8/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,20949,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
134105,S SIERRA MTNS (ZONE),,8/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22890,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
124073,WESTERN SISKIYOU COUNTY (ZONE),,8/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,20956,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
132455,CENTRAL SACRAMENTO VALLEY (ZONE),,8/3/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22547,Z,16,STO,0,0,State Official,,,,,,,,
132452,CENTRAL SACRAMENTO VALLEY (ZONE),,8/6/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22544,Z,16,STO,0,0,Newspaper,,,,,,,,
131340,WESTERN SISKIYOU COUNTY (ZONE),,9/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22358,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
137031,S SIERRA MTNS (ZONE),,9/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,23429,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
131333,WESTERN SISKIYOU COUNTY (ZONE),,9/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22353,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
131334,WESTERN SISKIYOU COUNTY (ZONE),,9/1/2008,0,Wildfire,,,0,0,0,0,CA,PST-8,,22354,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
137033,TULARE CTY MTNS (ZONE),,9/10/2008,1724,Wildfire,,,0,0,0,0,CA,PST-8,,23430,Z,97,HNX,0,0,Park/Forest Service,,,,,,,,
137034,S SIERRA FOOTHILLS (ZONE),,9/11/2008,2000,Wildfire,,,0,0,0,0,CA,PST-8,,23431,Z,93,HNX,0,0,Park/Forest Service,,,,,,,,
134070,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,10/12/2008,58,Wildfire,,,0,0,0,0,CA,PST-8,,22886,Z,54,LOX,0,0,Park/Forest Service,,,,,,,,
134071,SANTA CLARITA VALLEY (ZONE),,10/13/2008,938,Wildfire,,,0,0,0,0,CA,PST-8,,22886,Z,88,LOX,0,0,Fire Department/Rescue,,,,,,,,
138979,SAN DIEGO COUNTY COASTAL AREAS (ZONE),,10/13/2008,1049,Wildfire,,,0,0,100000,0,CA,PST-8,,23816,Z,43,SGX,1,0,Fire Department/Rescue,,,,,,,,
138976,SAN DIEGO COUNTY MOUNTAINS (ZONE),,10/14/2008,245,Wildfire,,,0,0,0,0,CA,PST-8,,23813,Z,58,SGX,2,0,Fire Department/Rescue,,,,,,,,
141546,SANTA BARBARA COUNTY SOUTH COAST (ZONE),,11/13/2008,1830,Wildfire,,,0,0,0,0,CA,PST-8,,24332,Z,39,LOX,0,0,Fire Department/Rescue,,,,,,,,
141547,SANTA BARBARA COUNTY MOUNTAINS (ZONE),,11/13/2008,1830,Wildfire,,,0,0,0,0,CA,PST-8,,24332,Z,52,LOX,0,0,Fire Department/Rescue,,,,,,,,
141549,LOS ANGELES COUNTY SAN FERNANDO VALLEY (ZONE),,11/14/2008,2249,Wildfire,,,0,0,3500000,0,CA,PST-8,,24332,Z,547,LOX,0,0,Fire Department/Rescue,,,,,,,,
141550,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,11/14/2008,2249,Wildfire,,,0,0,3500000,0,CA,PST-8,,24332,Z,54,LOX,0,0,Fire Department/Rescue,,,,,,,,
141232,ORANGE COUNTY COASTAL AREAS (ZONE),,11/15/2008,901,Wildfire,,,0,0,150000000,0,CA,PST-8,,24275,Z,42,SGX,14,0,Fire Department/Rescue,,,,,,,,
141233,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,11/15/2008,901,Wildfire,,,0,0,0,0,CA,PST-8,,24275,Z,48,SGX,0,0,Fire Department/Rescue,,,,,,,,
158586,COACHELLA VALLEY (ZONE),,3/22/2009,1305,Wildfire,,,0,0,6000,0,CA,PST-8,,27041,Z,61,SGX,0,0,Fire Department/Rescue,,,,,,,,
158587,COACHELLA VALLEY (ZONE),,3/22/2009,1345,Wildfire,,,0,0,60000,0,CA,PST-8,,27041,Z,61,SGX,0,0,Fire Department/Rescue,,,,,,,,
166787,COACHELLA VALLEY (ZONE),,4/3/2009,1700,Wildfire,,,0,0,250000,0,CA,PST-8,,28354,Z,61,SGX,0,0,Newspaper,,,,,,,,
169358,SANTA BARBARA COUNTY MOUNTAINS (ZONE),,5/5/2009,1230,Wildfire,,,0,30,17000000,0,CA,PST-8,,28801,Z,52,LOX,0,0,Fire Department/Rescue,,,,,,,,
169359,SANTA BARBARA COUNTY SOUTH COAST (ZONE),,5/5/2009,1230,Wildfire,,,0,30,17000000,0,CA,PST-8,,28801,Z,39,LOX,0,0,Fire Department/Rescue,,,,,,,,
173054,SAN DIEGO COUNTY COASTAL AREAS (ZONE),,5/12/2009,1145,Wildfire,,,0,0,0,0,CA,PST-8,,29515,Z,43,SGX,0,0,Newspaper,,,,,,,,
173050,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,5/27/2009,1447,Wildfire,,,0,0,0,0,CA,PST-8,,29510,Z,48,SGX,0,0,Fire Department/Rescue,,,,,,,,
185358,S SIERRA MTNS (ZONE),,6/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,31549,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
185359,S SIERRA MTNS (ZONE),,6/7/2009,2301,Wildfire,,,0,0,0,0,CA,PST-8,,31553,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
185380,TULARE CTY MTNS (ZONE),,6/17/2009,1223,Wildfire,,,0,0,0,0,CA,PST-8,,31552,Z,97,HNX,0,0,Park/Forest Service,,,,,,,,
191719,TULARE CTY MTNS (ZONE),,7/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,32828,Z,97,HNX,0,0,Park/Forest Service,,,,,,,,
186730,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE),,7/26/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,31466,Z,67,STO,0,0,Park/Forest Service,,,,,,,,
191846,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),,8/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,32874,Z,69,STO,0,0,Park/Forest Service,,,,,,,,
191830,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE),,8/1/2009,1800,Wildfire,,,0,0,0,0,CA,PST-8,,32846,Z,14,STO,0,0,Park/Forest Service,,,,,,,,
191853,BURNEY BASIN/EASTERN SHASTA COUNTY (ZONE),,8/1/2009,1900,Wildfire,,,0,0,0,0,CA,PST-8,,32846,Z,14,STO,0,0,Park/Forest Service,,,,,,,,
191854,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE),,8/1/2009,1900,Wildfire,,,0,0,0,0,CA,PST-8,,32846,Z,13,STO,0,0,Park/Forest Service,,,,,,,,
186261,WESTERN SISKIYOU COUNTY (ZONE),,8/2/2009,1700,Wildfire,,,0,0,0,0,CA,PST-8,,31718,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
193860,SANTA BARBARA COUNTY MOUNTAINS (ZONE),,8/8/2009,1450,Wildfire,,,0,0,0,0,CA,PST-8,,33283,Z,52,LOX,0,0,Fire Department/Rescue,,,,,,,,
191777,MT SHASTA/WESTERN PLUMAS COUNTY (ZONE),,8/16/2009,1435,Wildfire,,,0,0,0,0,CA,PST-8,,32844,Z,68,STO,0,0,Park/Forest Service,,,,,,,,
186257,WESTERN SISKIYOU COUNTY (ZONE),,8/21/2009,1900,Wildfire,,,0,0,0,0,CA,PST-8,,31717,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
193865,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,8/26/2009,1530,Wildfire,,,0,0,0,0,CA,PST-8,,33286,Z,54,LOX,0,2,Fire Department/Rescue,,,,,,,,
194621,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,8/27/2009,1615,Wildfire,,,0,0,50000,0,CA,PST-8,,33473,Z,48,SGX,5,0,Fire Department/Rescue,,,,,,,,
194622,RIVERSIDE COUNTY MOUNTAINS (ZONE),,8/27/2009,1615,Wildfire,,,0,0,10000,0,CA,PST-8,,33473,Z,56,SGX,0,0,Fire Department/Rescue,,,,,,,,
194628,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,8/30/2009,1246,Wildfire,,,0,4,1000000,0,CA,PST-8,,33474,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
194638,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,8/31/2009,1430,Wildfire,,,0,1,1000000,0,CA,PST-8,,33475,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
196544,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,9/1/2009,0,Wildfire,,,0,0,20000,0,CA,PST-8,,33938,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
193866,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE (ZONE),,9/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,33287,Z,54,LOX,0,0,Fire Department/Rescue,,,,,,,,
197260,S SIERRA MTNS (ZONE),,9/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,34078,Z,96,HNX,0,0,Park/Forest Service,,,,,,,,
188327,WESTERN SISKIYOU COUNTY (ZONE),,9/1/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,32132,Z,80,MFR,0,0,Other Federal Agency,,,,,,,,
196545,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,9/1/2009,0,Wildfire,,,0,0,30000,0,CA,PST-8,,33939,Z,55,SGX,0,0,Fire Department/Rescue,,,,,,,,
198197,CLEAR LAKE/SOUTHERN LAKE COUNTY (ZONE),,9/7/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,34240,Z,64,STO,4,0,State Official,,,,,,,,
197472,WEST SLOPE NORTHERN SIERRA NEVADA (ZONE),,9/13/2009,1200,Wildfire,,,0,0,0,0,CA,PST-8,,34080,Z,69,STO,0,0,Park/Forest Service,,,,,,,,
197476,MT SHASTA/WESTERN PLUMAS COUNTY (ZONE),,9/19/2009,0,Wildfire,,,0,0,0,0,CA,PST-8,,34119,Z,68,STO,0,0,State Official,,,,,,,,
193867,VENTURA COUNTY INTERIOR VALLEYS (ZONE),,9/22/2009,1033,Wildfire,,,0,10,0,0,CA,PST-8,,33288,Z,44,LOX,0,0,Fire Department/Rescue,,,,,,,,
193868,VENTURA COUNTY COASTAL VALLEYS (ZONE),,9/22/2009,1033,Wildfire,,,0,10,0,0,CA,PST-8,,33288,Z,45,LOX,0,0,Fire Department/Rescue,,,,,,,,
197793,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,9/22/2009,1115,Wildfire,,,0,0,15000,0,CA,PST-8,,34177,Z,48,SGX,0,0,Newspaper,,,,,,,,
197794,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE),,9/22/2009,1230,Wildfire,,,0,0,5000,0,CA,PST-8,,34177,Z,48,SGX,0,0,Newspaper,,,,,,,,
197261,TULARE CTY FOOTHILLS (ZONE),,9/26/2009,2300,Wildfire,,,0,0,0,0,CA,PST-8,,34079,Z,94,HNX,0,0,Park/Forest Service,,,,,,,,
200087,SAN BERNARDINO COUNTY MOUNTAINS (ZONE),,10/3/2009,1311,Wildfire,,,0,8,750000,0,CA,PST-8,,34652,Z,55,SGX,0,0,Park/Forest Service,,,,,,,,
