"STATION","NAME","DATE","TAVG","TMAX"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-09","30","48"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-10","35","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-11","39","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-12","40","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-13","40","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-14","42","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-15","43","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-16","43","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-17","42","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-18","42","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-19","44","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-20","32","40"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-21","34","44"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-22","40","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-23","38","54"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-24","41","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-25","41","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-26","42","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-27","39","47"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-28","40","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-29","40","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-30","39","55"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-03-31","40","48"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-01","42","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-02","46","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-03","48","69"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-04","45","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-05","47","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-06","48","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-07","49","71"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-08","49","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-09","46","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-10","46","59"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-11","49","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-12","48","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-13","47","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-14","34","39"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-15","37","55"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-16","44","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-17","39","50"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-18","31","40"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-19","39","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-20","43","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-21","39","53"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-22","46","59"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-23","48","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-24","50","69"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-25","52","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-26","54","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-27","54","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-28","47","59"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-29","44","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-04-30","49","70"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-01","53","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-02","55","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-03","55","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-04","56","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-05","54","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-06","54","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-07","52","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-08","51","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-09","55","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-10","49","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-11","40","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-12","43","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-13","48","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-14","51","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-15","47","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-16","35","41"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-17","47","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-18","50","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-19","54","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-20","57","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-21","61","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-22","62","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-23","63","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-24","61","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-25","57","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-26","60","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-27","62","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-28","62","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-29","63","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-30","61","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-05-31","60","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-01","56","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-02","56","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-03","57","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-04","59","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-05","56","71"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-06","57","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-07","56","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-08","43","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-09","49","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-10","52","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-11","56","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-12","60","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-13","67","84"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-14","72","86"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-15","66","84"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-16","67","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-17","64","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-18","62","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-19","58","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-20","60","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-21","62","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-22","61","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-23","60","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-24","61","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-25","58","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-26","63","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-27","63","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-28","64","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-29","63","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-06-30","60","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-01","60","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-02","60","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-03","54","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-04","54","69"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-05","57","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-06","58","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-07","57","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-08","57","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-09","57","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-10","56","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-11","59","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-12","61","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-13","63","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-14","66","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-15","64","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-16","61","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-17","61","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-18","64","84"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-19","66","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-20","67","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-21","68","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-22","69","87"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-23","69","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-24","67","84"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-25","67","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-26","66","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-27","67","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-28","68","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-29","68","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-30","70","90"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-07-31","70","87"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-01","67","82"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-02","65","82"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-03","64","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-04","67","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-05","65","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-06","64","82"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-07","60","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-08","61","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-09","63","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-10","65","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-11","69","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-12","68","82"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-13","67","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-14","66","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-15","64","80"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-16","62","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-17","64","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-18","62","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-19","59","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-20","60","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-21","57","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-22","60","79"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-23","61","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-24","58","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-25","58","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-26","61","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-27","60","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-28","57","69"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-29","59","69"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-30","57","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-08-31","50","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-01","48","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-02","49","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-03","53","71"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-04","55","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-05","57","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-06","58","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-07","56","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-08","55","75"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-09","53","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-10","54","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-11","61","76"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-12","61","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-13","63","84"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-14","64","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-15","65","81"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-16","65","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-17","64","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-18","64","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-19","63","85"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-20","63","83"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-21","60","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-22","52","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-23","50","70"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-24","49","70"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-25","50","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-26","52","70"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-27","54","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-28","54","73"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-29","52","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-09-30","57","78"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-01","58","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-02","57","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-03","58","77"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-04","53","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-05","54","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-06","56","74"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-07","52","70"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-08","51","72"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-09","49","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-10","37","43"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-11","33","41"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-12","37","50"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-13","40","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-14","42","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-15","42","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-16","45","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-17","43","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-18","45","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-19","47","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-20","49","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-21","45","59"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-22","39","42"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-23","40","43"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-24","43","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-25","42","55"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-26","37","44"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-27","36","47"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-28","38","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-29","38","51"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-30","33","40"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-10-31","31","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-01","34","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-02","37","50"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-03","37","46"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-04","37","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-05","41","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-06","39","47"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-07","34","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-08","34","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-09","32","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-10","27","32"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-11","25","36"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-12","26","46"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-13","29","49"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-14","28","43"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-15","25","44"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-16","25","42"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-17","29","42"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-18","36","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-19","37","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-20","37","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-21","42","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-22","33","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-23","40","59"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-24","39","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-25","38","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-26","41","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-27","43","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-28","42","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-29","42","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-11-30","40","66"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-01","37","57"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-02","38","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-03","37","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-04","39","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-05","42","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-06","41","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-07","40","53"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-08","35","48"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-09","35","51"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-10","35","50"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-11","32","53"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-12","26","35"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-13","30","48"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-14","34","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-15","38","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-16","38","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-17","42","68"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-18","37","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-19","41","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-20","42","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-21","40","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-22","40","60"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-23","40","62"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-24","37","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-25","34","47"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-26","38","51"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-27","42","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-28","38","64"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-29","38","65"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-30","36","63"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2000-12-31","34","61"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-01","34","58"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-02","36","49"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-03","39","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-04","39","67"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-05","37","54"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-06","38","54"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-07","38","55"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-08","35","43"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-09","31","42"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-10","31","43"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-11","26","35"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-12","22","36"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-13","23","44"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-14","24","45"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-15","23","29"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-16","22","35"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-17","23","40"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-18","30","48"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-19","33","49"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-20","33","56"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-21","33","52"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-22","34","49"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-23","32","50"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-24","28","34"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-25","27","44"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-26","25","30"
"USR0000CFAW","FAWNSKIN CALIFORNIA, CA US","2001-01-27","24","33"
