"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-22","65","84","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-23","67","83","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-24","66","79","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-25","52","63","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-26","47","58","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-27","49","58","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-28","40","46","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-29","35","47","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-30","44","59","26"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-03-31","44","57","30"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-01","42","51","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-02","47","62","28"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-03","49","61","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-04","46","59","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-05","47","62","30"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-06","46","56","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-07","47","61","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-08","50","66","29"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-09","55","71","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-10","59","73","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-11","52","61","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-12","48","59","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-13","46","60","29"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-14","46","57","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-15","44","59","31"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-16","48","65","28"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-17","54","69","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-18","56","73","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-19","62","83","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-20","66","85","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-21","69","87","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-22","71","86","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-23","62","78","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-24","56","72","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-25","54","65","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-26","59","72","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-27","61","78","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-28","65","85","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-29","68","85","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-04-30","69","84","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-01","64","78","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-02","62","76","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-03","60","74","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-04","62","72","50"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-05","56","66","51"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-06","44","44","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-07","60","77","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-08","67","79","50"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-09","60","76","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-10","59","75","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-11","57","75","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-12","51","64","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-13","47","57","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-14","54","71","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-15","60","76","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-16","62","76","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-17","62","83","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-18","69","88","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-19","71","86","51"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-05-20","73","81","60"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-03","62","73","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-04","65","83","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-05","71","87","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-06","68","82","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-07","62","77","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-08","64","82","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-09","62","81","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-10","72","85","59"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-11","63","77","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-12","60","73","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-13","68","86","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-14","77","96","55"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-15","81","97","58"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-16","74","88","57"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-17","73","89","58"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-18","77","93","50"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-19","80","92","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-20","77","92","61"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-21","77","93","54"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-22","74","88","56"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-23","71","89","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-24","74","89","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-25","78","95","61"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-26","79","99","58"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-27","82","104","58"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-28","85","104","60"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-29","85","106","60"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-06-30","82","104","57"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-01","90","103","59"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-02","92","95","86"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-03","90","97","73"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-04","90","95","76"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-05","88","94","75"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-06","91","97","76"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-07","90","100","76"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-08","93","101","77"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-09","93","102","75"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-10","94","103","73"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-11","95","107","72"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-12","94","104","78"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-13","90","102","72"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-14","94","105","74"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-15","98","111","75"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-16","104","109","99"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-20","84","94","76"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-21","85","94","74"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-22","83","99","70"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-23","83","96","67"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-24","84","98","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-25","87","105","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-26","91","109","66"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-27","94","110","77"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-28","93","110","71"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-29","87","103","74"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-30","83","98","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-07-31","80","95","57"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-21","90","105","73"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-22","89","108","67"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-23","90","104","71"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-24","86","95","76"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-25","85","99","75"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-26","83","98","64"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-27","85","106","63"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-28","90","111","67"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-29","92","106","78"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-30","92","109","74"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-08-31","81","95","69"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-01","81","95","67"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-02","80","97","69"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-03","80","97","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-04","71","81","64"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-05","76","93","62"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-06","77","94","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-07","80","95","66"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-08","81","96","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-09","80","95","65"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-10","76","91","58"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-11","74","93","55"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-12","73","95","52"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-13","77","99","56"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-14","80","99","59"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-15","82","102","61"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-16","81","99","63"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-17","79","99","56"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-18","74","100","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-19","75","98","50"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-20","72","88","55"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-21","67","85","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-22","67","85","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-23","67","86","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-24","67","85","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-25","65","85","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-26","63","82","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-27","64","81","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-28","66","86","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-29","63","79","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-09-30","66","86","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-01","69","92","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-02","70","87","54"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-03","68","87","51"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-04","64","79","51"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-05","62","73","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-06","61","82","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-07","66","90","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-08","67","90","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-09","65","89","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-10","63","87","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-11","67","90","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-12","69","92","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-13","67","91","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-14","63","82","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-15","58","79","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-16","56","68","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-17","56","69","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-18","59","76","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-19","60","79","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-20","62","80","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-21","63","83","44"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-22","62","81","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-23","62","83","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-24","64","80","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-25","57","72","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-26","56","70","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-27","58","75","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-28","60","78","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-29","59","73","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-30","54","65","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-10-31","57","72","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-01","58","79","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-02","53","73","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-03","54","74","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-04","56","77","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-05","55","75","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-06","51","72","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-07","53","72","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-08","52","64","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-09","45","61","30"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-10","47","62","28"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-11","46","54","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-12","50","61","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-13","53","71","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-14","54","78","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-15","55","82","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-16","58","80","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-17","57","74","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-18","49","67","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-19","52","63","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-20","49","67","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-21","53","74","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-22","57","84","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-23","59","76","43"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-24","56","79","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-25","53","76","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-26","59","82","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-27","59","78","50"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-28","46","53","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-29","47","67","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-11-30","49","65","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-01","52","67","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-02","54","70","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-03","51","65","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-04","46","61","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-05","40","53","28"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-06","40","52","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-07","37","47","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-08","37","53","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-09","42","49","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-10","42","53","29"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-11","41","62","26"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-12","44","70","28"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-13","51","76","30"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-14","51","63","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-15","58","68","52"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-16","60","70","55"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-17","59","73","47"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-18","56","68","48"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-19","49","56","45"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-20","44","55","31"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-21","33","43","26"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-22","32","46","22"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-23","32","45","23"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-24","39","58","24"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-25","42","66","25"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-26","44","69","30"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-27","47","69","31"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-28","49","76","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-29","51","78","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-30","54","74","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1998-12-31","56","72","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-01","51","67","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-02","51","69","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-03","50","61","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-04","44","68","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-05","46","70","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-06","53","81","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-07","55","79","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-08","51","59","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-09","49","69","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-10","49","70","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-11","56","79","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-12","50","72","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-13","51","70","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-14","50","68","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-15","53","77","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-16","54","77","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-17","55","77","39"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-18","56","72","42"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-19","55","76","41"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-20","54","72","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-21","53","68","37"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-22","50","68","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-23","54","68","46"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-24","56","64","49"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-25","45","54","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-26","38","47","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-27","40","53","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-28","44","56","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-29","47","67","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-30","48","69","29"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-01-31","47","59","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-01","44","59","27"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-02","46","61","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-03","52","74","31"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-04","45","52","38"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-05","42","50","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-06","46","59","34"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-07","52","69","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-08","54","74","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-09","53","62","40"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-10","40","50","33"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-11","38","45","32"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-12","40","61","23"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-13","49","69","25"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-14","53","74","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-15","51","68","35"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-16","51","68","36"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","1999-02-17","58","77","42"
