FIPS,County,None,D0,D1,D2,D3,D4,Date
6025,Imperial ,1.9,98.1,0,0,0,0,2/26/2019
6027,Inyo ,100,0,0,0,0,0,2/26/2019
6029,Kern ,100,0,0,0,0,0,2/26/2019
6031,Kings ,100,0,0,0,0,0,2/26/2019
6033,Lake ,100,0,0,0,0,0,2/26/2019
6035,Lassen ,100,0,0,0,0,0,2/26/2019
6037,Los Angeles ,100,0,0,0,0,0,2/26/2019
6039,Madera ,100,0,0,0,0,0,2/26/2019
6041,Marin ,100,0,0,0,0,0,2/26/2019
6043,Mariposa ,100,0,0,0,0,0,2/26/2019
6045,Mendocino ,100,0,0,0,0,0,2/26/2019
6047,Merced ,100,0,0,0,0,0,2/26/2019
6049,Modoc ,58.3,41.7,16.65,0,0,0,2/26/2019
6051,Mono ,100,0,0,0,0,0,2/26/2019
6053,Monterey ,100,0,0,0,0,0,2/26/2019
6055,Napa ,100,0,0,0,0,0,2/26/2019
6057,Nevada ,100,0,0,0,0,0,2/26/2019
6059,Orange ,29.47,70.53,0,0,0,0,2/26/2019
6061,Placer ,100,0,0,0,0,0,2/26/2019
6063,Plumas ,100,0,0,0,0,0,2/26/2019
6065,Riverside ,56.56,43.44,0,0,0,0,2/26/2019
6067,Sacramento ,100,0,0,0,0,0,2/26/2019
6069,San Benito ,100,0,0,0,0,0,2/26/2019
6071,San Bernardino ,100,0,0,0,0,0,2/26/2019
6073,San Diego ,1.67,98.33,0,0,0,0,2/26/2019
6075,San Francisco ,100,0,0,0,0,0,2/26/2019
6077,San Joaquin ,100,0,0,0,0,0,2/26/2019
6079,San Luis Obispo ,100,0,0,0,0,0,2/26/2019
6081,San Mateo ,100,0,0,0,0,0,2/26/2019
6083,Santa Barbara ,100,0,0,0,0,0,2/26/2019
6085,Santa Clara ,100,0,0,0,0,0,2/26/2019
6087,Santa Cruz ,100,0,0,0,0,0,2/26/2019
6089,Shasta ,99.81,0.19,0,0,0,0,2/26/2019
6091,Sierra ,100,0,0,0,0,0,2/26/2019
6093,Siskiyou ,11.04,88.96,46.98,0,0,0,2/26/2019
6095,Solano ,100,0,0,0,0,0,2/26/2019
6097,Sonoma ,100,0,0,0,0,0,2/26/2019
6099,Stanislaus ,100,0,0,0,0,0,2/26/2019
6101,Sutter ,100,0,0,0,0,0,2/26/2019
6103,Tehama ,100,0,0,0,0,0,2/26/2019
6105,Trinity ,88.68,11.32,0,0,0,0,2/26/2019
6107,Tulare ,100,0,0,0,0,0,2/26/2019
6109,Tuolumne ,100,0,0,0,0,0,2/26/2019
6111,Ventura ,100,0,0,0,0,0,2/26/2019
6113,Yolo ,100,0,0,0,0,0,2/26/2019
6115,Yuba ,100,0,0,0,0,0,2/26/2019
6001,Alameda ,100,0,0,0,0,0,2/19/2019
6003,Alpine ,100,0,0,0,0,0,2/19/2019
6005,Amador ,100,0,0,0,0,0,2/19/2019
6007,Butte ,100,0,0,0,0,0,2/19/2019
6009,Calaveras ,100,0,0,0,0,0,2/19/2019
6011,Colusa ,100,0,0,0,0,0,2/19/2019
6013,Contra Costa ,100,0,0,0,0,0,2/19/2019
6015,Del Norte ,0,100,4.77,0,0,0,2/19/2019
6017,El Dorado ,100,0,0,0,0,0,2/19/2019
6019,Fresno ,100,0,0,0,0,0,2/19/2019
6021,Glenn ,100,0,0,0,0,0,2/19/2019
6023,Humboldt ,33.72,66.28,0,0,0,0,2/19/2019
6025,Imperial ,1.51,98.49,0,0,0,0,2/19/2019
6027,Inyo ,41.63,58.37,0,0,0,0,2/19/2019
6029,Kern ,38.99,61.01,0,0,0,0,2/19/2019
6031,Kings ,68.03,31.97,0,0,0,0,2/19/2019
6033,Lake ,100,0,0,0,0,0,2/19/2019
6035,Lassen ,72.37,27.63,0,0,0,0,2/19/2019
6037,Los Angeles ,78.84,21.16,0,0,0,0,2/19/2019
6039,Madera ,100,0,0,0,0,0,2/19/2019
6041,Marin ,100,0,0,0,0,0,2/19/2019
6043,Mariposa ,100,0,0,0,0,0,2/19/2019
6045,Mendocino ,100,0,0,0,0,0,2/19/2019
6047,Merced ,100,0,0,0,0,0,2/19/2019
6049,Modoc ,0,100,16.66,0.79,0,0,2/19/2019
6051,Mono ,100,0,0,0,0,0,2/19/2019
6053,Monterey ,100,0,0,0,0,0,2/19/2019
6055,Napa ,100,0,0,0,0,0,2/19/2019
6057,Nevada ,100,0,0,0,0,0,2/19/2019
6059,Orange ,29.47,70.53,0,0,0,0,2/19/2019
6061,Placer ,100,0,0,0,0,0,2/19/2019
6063,Plumas ,100,0,0,0,0,0,2/19/2019
6065,Riverside ,39.42,60.58,0,0,0,0,2/19/2019
6067,Sacramento ,100,0,0,0,0,0,2/19/2019
6069,San Benito ,100,0,0,0,0,0,2/19/2019
6071,San Bernardino ,62.9,37.1,0,0,0,0,2/19/2019
6073,San Diego ,1.67,98.33,5.18,0,0,0,2/19/2019
6075,San Francisco ,100,0,0,0,0,0,2/19/2019
6077,San Joaquin ,100,0,0,0,0,0,2/19/2019
6079,San Luis Obispo ,100,0,0,0,0,0,2/19/2019
6081,San Mateo ,100,0,0,0,0,0,2/19/2019
6083,Santa Barbara ,100,0,0,0,0,0,2/19/2019
6085,Santa Clara ,100,0,0,0,0,0,2/19/2019
6087,Santa Cruz ,100,0,0,0,0,0,2/19/2019
6089,Shasta ,81.48,18.52,0,0,0,0,2/19/2019
6091,Sierra ,100,0,0,0,0,0,2/19/2019
6093,Siskiyou ,0,100,76.23,33.4,0,0,2/19/2019
6095,Solano ,100,0,0,0,0,0,2/19/2019
6097,Sonoma ,100,0,0,0,0,0,2/19/2019
6099,Stanislaus ,100,0,0,0,0,0,2/19/2019
6101,Sutter ,100,0,0,0,0,0,2/19/2019
6103,Tehama ,100,0,0,0,0,0,2/19/2019
6105,Trinity ,37.85,62.15,4.64,0,0,0,2/19/2019
6107,Tulare ,84.07,15.93,0,0,0,0,2/19/2019
6109,Tuolumne ,100,0,0,0,0,0,2/19/2019
6111,Ventura ,100,0,0,0,0,0,2/19/2019
6113,Yolo ,100,0,0,0,0,0,2/19/2019
6115,Yuba ,100,0,0,0,0,0,2/19/2019
6001,Alameda ,100,0,0,0,0,0,2/12/2019
6003,Alpine ,100,0,0,0,0,0,2/12/2019
6005,Amador ,100,0,0,0,0,0,2/12/2019
6007,Butte ,100,0,0,0,0,0,2/12/2019
6009,Calaveras ,100,0,0,0,0,0,2/12/2019
6011,Colusa ,100,0,0,0,0,0,2/12/2019
6013,Contra Costa ,100,0,0,0,0,0,2/12/2019
6015,Del Norte ,0,100,100,0,0,0,2/12/2019
6017,El Dorado ,100,0,0,0,0,0,2/12/2019
6019,Fresno ,52.76,47.24,0,0,0,0,2/12/2019
6021,Glenn ,95.02,4.98,0,0,0,0,2/12/2019
6023,Humboldt ,0,100,34.91,0,0,0,2/12/2019
6025,Imperial ,0,100,7.46,0,0,0,2/12/2019
6027,Inyo ,40.2,59.8,0,0,0,0,2/12/2019
6029,Kern ,15.61,84.39,0,0,0,0,2/12/2019
6031,Kings ,0,100,0,0,0,0,2/12/2019
6033,Lake ,64.01,35.99,0,0,0,0,2/12/2019
6035,Lassen ,61.24,38.76,0,0,0,0,2/12/2019
6037,Los Angeles ,0,100,0,0,0,0,2/12/2019
6039,Madera ,86.54,13.46,0,0,0,0,2/12/2019
6041,Marin ,100,0,0,0,0,0,2/12/2019
6043,Mariposa ,100,0,0,0,0,0,2/12/2019
6045,Mendocino ,2.04,97.96,0,0,0,0,2/12/2019
6047,Merced ,32.39,67.61,0,0,0,0,2/12/2019
6049,Modoc ,0,100,16.66,0.79,0,0,2/12/2019
6051,Mono ,100,0,0,0,0,0,2/12/2019
6053,Monterey ,0,100,0,0,0,0,2/12/2019
6055,Napa ,100,0,0,0,0,0,2/12/2019
6057,Nevada ,100,0,0,0,0,0,2/12/2019
6059,Orange ,0,100,22.19,0,0,0,2/12/2019
6061,Placer ,100,0,0,0,0,0,2/12/2019
6063,Plumas ,100,0,0,0,0,0,2/12/2019
6065,Riverside ,0,100,36.4,0,0,0,2/12/2019
6067,Sacramento ,100,0,0,0,0,0,2/12/2019
6069,San Benito ,0.44,99.56,0,0,0,0,2/12/2019
6071,San Bernardino ,0.15,99.85,0.35,0,0,0,2/12/2019
6073,San Diego ,0,100,100,0,0,0,2/12/2019
6075,San Francisco ,100,0,0,0,0,0,2/12/2019
6077,San Joaquin ,100,0,0,0,0,0,2/12/2019
6079,San Luis Obispo ,0,100,0,0,0,0,2/12/2019
6081,San Mateo ,100,0,0,0,0,0,2/12/2019
6083,Santa Barbara ,0,100,0,0,0,0,2/12/2019
6085,Santa Clara ,95.28,4.72,0,0,0,0,2/12/2019
6087,Santa Cruz ,93.97,6.03,0,0,0,0,2/12/2019
6089,Shasta ,50.32,49.68,0.14,0,0,0,2/12/2019
6091,Sierra ,100,0,0,0,0,0,2/12/2019
6093,Siskiyou ,0,100,84.91,40.04,0,0,2/12/2019
6095,Solano ,100,0,0,0,0,0,2/12/2019
6097,Sonoma ,95.92,4.08,0,0,0,0,2/12/2019
6099,Stanislaus ,99.94,0.06,0,0,0,0,2/12/2019
6101,Sutter ,100,0,0,0,0,0,2/12/2019
6103,Tehama ,88.13,11.87,0,0,0,0,2/12/2019
6105,Trinity ,0,100,25.44,0,0,0,2/12/2019
6107,Tulare ,82.2,17.8,0,0,0,0,2/12/2019
6109,Tuolumne ,100,0,0,0,0,0,2/12/2019
6111,Ventura ,0,100,0,0,0,0,2/12/2019
6113,Yolo ,100,0,0,0,0,0,2/12/2019
6115,Yuba ,100,0,0,0,0,0,2/12/2019
6001,Alameda ,27.59,72.41,0,0,0,0,2/5/2019
6003,Alpine ,100,0,0,0,0,0,2/5/2019
6005,Amador ,100,0,0,0,0,0,2/5/2019
6007,Butte ,100,0,0,0,0,0,2/5/2019
6009,Calaveras ,100,0,0,0,0,0,2/5/2019
6011,Colusa ,99.96,0.04,0,0,0,0,2/5/2019
6013,Contra Costa ,95.8,4.2,0,0,0,0,2/5/2019
6015,Del Norte ,0,100,100,1.46,0,0,2/5/2019
6017,El Dorado ,100,0,0,0,0,0,2/5/2019
6019,Fresno ,52.76,47.24,0,0,0,0,2/5/2019
6021,Glenn ,95.02,4.98,0,0,0,0,2/5/2019
6023,Humboldt ,0,100,34.91,0,0,0,2/5/2019
6025,Imperial ,0,100,7.46,0,0,0,2/5/2019
6027,Inyo ,40.2,59.8,0,0,0,0,2/5/2019
6029,Kern ,15.61,84.39,0,0,0,0,2/5/2019
6031,Kings ,0,100,0,0,0,0,2/5/2019
6033,Lake ,33.62,66.38,0,0,0,0,2/5/2019
6035,Lassen ,61.24,38.76,0,0,0,0,2/5/2019
6037,Los Angeles ,0,100,0,0,0,0,2/5/2019
6039,Madera ,86.54,13.46,0,0,0,0,2/5/2019
6041,Marin ,29.81,70.19,0,0,0,0,2/5/2019
6043,Mariposa ,100,0,0,0,0,0,2/5/2019
6045,Mendocino ,0,100,0,0,0,0,2/5/2019
6047,Merced ,32.39,67.61,0,0,0,0,2/5/2019
6049,Modoc ,0,100,16.66,0.79,0,0,2/5/2019
6051,Mono ,100,0,0,0,0,0,2/5/2019
6053,Monterey ,0,100,0,0,0,0,2/5/2019
6055,Napa ,97.29,2.71,0,0,0,0,2/5/2019
6057,Nevada ,100,0,0,0,0,0,2/5/2019
6059,Orange ,0,100,22.19,0,0,0,2/5/2019
6061,Placer ,100,0,0,0,0,0,2/5/2019
6063,Plumas ,100,0,0,0,0,0,2/5/2019
6065,Riverside ,0,100,36.4,0,0,0,2/5/2019
6067,Sacramento ,100,0,0,0,0,0,2/5/2019
6069,San Benito ,0,100,0,0,0,0,2/5/2019
6071,San Bernardino ,0.15,99.85,0.35,0,0,0,2/5/2019
6073,San Diego ,0,100,100,0,0,0,2/5/2019
6075,San Francisco ,98.87,1.13,0,0,0,0,2/5/2019
6077,San Joaquin ,100,0,0,0,0,0,2/5/2019
6079,San Luis Obispo ,0,100,0,0,0,0,2/5/2019
6081,San Mateo ,15.38,84.62,0,0,0,0,2/5/2019
6083,Santa Barbara ,0,100,0,0,0,0,2/5/2019
6085,Santa Clara ,77.13,22.87,0,0,0,0,2/5/2019
6087,Santa Cruz ,2.59,97.41,0,0,0,0,2/5/2019
6089,Shasta ,50.32,49.68,0.14,0,0,0,2/5/2019
6091,Sierra ,100,0,0,0,0,0,2/5/2019
6093,Siskiyou ,0,100,84.91,46.22,0,0,2/5/2019
6095,Solano ,100,0,0,0,0,0,2/5/2019
6097,Sonoma ,13.37,86.63,0,0,0,0,2/5/2019
6099,Stanislaus ,99.94,0.06,0,0,0,0,2/5/2019
6101,Sutter ,100,0,0,0,0,0,2/5/2019
6103,Tehama ,88.13,11.87,0,0,0,0,2/5/2019
6105,Trinity ,0,100,25.44,0,0,0,2/5/2019
6107,Tulare ,82.2,17.8,0,0,0,0,2/5/2019
6109,Tuolumne ,100,0,0,0,0,0,2/5/2019
6111,Ventura ,0,100,0,0,0,0,2/5/2019
6113,Yolo ,100,0,0,0,0,0,2/5/2019
6115,Yuba ,100,0,0,0,0,0,2/5/2019
6001,Alameda ,49.16,50.84,0,0,0,0,1/29/2019
6003,Alpine ,100,0,0,0,0,0,1/29/2019
6005,Amador ,100,0,0,0,0,0,1/29/2019
6007,Butte ,0,100,0,0,0,0,1/29/2019
6009,Calaveras ,100,0,0,0,0,0,1/29/2019
6011,Colusa ,67.68,32.32,0,0,0,0,1/29/2019
6013,Contra Costa ,100,0,0,0,0,0,1/29/2019
6015,Del Norte ,0,100,100,1.46,0,0,1/29/2019
6017,El Dorado ,100,0,0,0,0,0,1/29/2019
6019,Fresno ,52.76,47.24,0,0,0,0,1/29/2019
6021,Glenn ,38.52,61.48,0,0,0,0,1/29/2019
6023,Humboldt ,0,100,34.91,0,0,0,1/29/2019
6025,Imperial ,0,100,84.64,0,0,0,1/29/2019
6027,Inyo ,27.23,72.77,0,0,0,0,1/29/2019
6029,Kern ,15.61,84.39,2.37,0,0,0,1/29/2019
6031,Kings ,0,100,0,0,0,0,1/29/2019
6033,Lake ,0.19,99.81,0,0,0,0,1/29/2019
6035,Lassen ,28.85,71.15,0,0,0,0,1/29/2019
6037,Los Angeles ,0,100,99.93,0,0,0,1/29/2019
6039,Madera ,86.54,13.46,0,0,0,0,1/29/2019
6041,Marin ,24.47,75.53,0,0,0,0,1/29/2019
6043,Mariposa ,100,0,0,0,0,0,1/29/2019
6045,Mendocino ,0,100,0,0,0,0,1/29/2019
6047,Merced ,29.53,70.47,0,0,0,0,1/29/2019
6049,Modoc ,0,100,16.81,0.79,0,0,1/29/2019
6051,Mono ,100,0,0,0,0,0,1/29/2019
6053,Monterey ,0,100,0.13,0,0,0,1/29/2019
6055,Napa ,44.89,55.11,0,0,0,0,1/29/2019
6057,Nevada ,97.22,2.78,0,0,0,0,1/29/2019
6059,Orange ,0,100,100,0,0,0,1/29/2019
6061,Placer ,93.36,6.64,0,0,0,0,1/29/2019
6063,Plumas ,48.34,51.66,0,0,0,0,1/29/2019
6065,Riverside ,0,100,75.71,0,0,0,1/29/2019
6067,Sacramento ,81.78,18.22,0,0,0,0,1/29/2019
6069,San Benito ,0,100,0,0,0,0,1/29/2019
6071,San Bernardino ,0.15,99.85,8.2,0,0,0,1/29/2019
6073,San Diego ,0,100,100,0,0,0,1/29/2019
6075,San Francisco ,98.87,1.13,0,0,0,0,1/29/2019
6077,San Joaquin ,81.28,18.72,0,0,0,0,1/29/2019
6079,San Luis Obispo ,0,100,99.46,0,0,0,1/29/2019
6081,San Mateo ,19.66,80.34,0,0,0,0,1/29/2019
6083,Santa Barbara ,0,100,100,0,0,0,1/29/2019
6085,Santa Clara ,0,100,0,0,0,0,1/29/2019
6087,Santa Cruz ,0,100,0,0,0,0,1/29/2019
6089,Shasta ,0,100,0.14,0,0,0,1/29/2019
6091,Sierra ,70.05,29.95,0,0,0,0,1/29/2019
6093,Siskiyou ,0,100,84.91,46.22,0,0,1/29/2019
6095,Solano ,100,0,0,0,0,0,1/29/2019
6097,Sonoma ,3.77,96.23,0,0,0,0,1/29/2019
6099,Stanislaus ,31.06,68.94,0,0,0,0,1/29/2019
6101,Sutter ,0,100,0,0,0,0,1/29/2019
6103,Tehama ,11.08,88.92,0,0,0,0,1/29/2019
6105,Trinity ,0,100,25.44,0,0,0,1/29/2019
6107,Tulare ,82.2,17.8,0,0,0,0,1/29/2019
6109,Tuolumne ,100,0,0,0,0,0,1/29/2019
6111,Ventura ,0,100,100,0,0,0,1/29/2019
6113,Yolo ,71.94,28.06,0,0,0,0,1/29/2019
6115,Yuba ,9.02,90.98,0,0,0,0,1/29/2019
6001,Alameda ,0,100,49.68,0,0,0,1/22/2019
6003,Alpine ,98.61,1.39,0,0,0,0,1/22/2019
6005,Amador ,33.88,66.12,0,0,0,0,1/22/2019
6007,Butte ,0,100,100,0,0,0,1/22/2019
6009,Calaveras ,42.29,57.71,0,0,0,0,1/22/2019
6011,Colusa ,0,100,37.26,0,0,0,1/22/2019
6013,Contra Costa ,0,100,0,0,0,0,1/22/2019
6015,Del Norte ,0,100,100,1.46,0,0,1/22/2019
6017,El Dorado ,25.96,74.04,0,0,0,0,1/22/2019
6019,Fresno ,24.79,75.21,47.19,0,0,0,1/22/2019
6021,Glenn ,0,100,61.44,0,0,0,1/22/2019
6023,Humboldt ,0,100,100,0.02,0,0,1/22/2019
6025,Imperial ,0,100,84.37,0,0,0,1/22/2019
6027,Inyo ,8.58,91.42,62.03,0,0,0,1/22/2019
6029,Kern ,0,100,84.21,0,0,0,1/22/2019
6031,Kings ,0,100,100,0,0,0,1/22/2019
6033,Lake ,0,100,100,0,0,0,1/22/2019
6035,Lassen ,0,100,82.04,0,0,0,1/22/2019
6037,Los Angeles ,0,100,100,0,0,0,1/22/2019
6039,Madera ,37.29,62.71,12.37,0,0,0,1/22/2019
6041,Marin ,0,100,74.91,0,0,0,1/22/2019
6043,Mariposa ,91.6,8.4,0,0,0,0,1/22/2019
6045,Mendocino ,0,100,100,0,0,0,1/22/2019
6047,Merced ,0,100,69.6,0,0,0,1/22/2019
6049,Modoc ,0,100,25.38,10.1,0,0,1/22/2019
6051,Mono ,84.16,15.84,0,0,0,0,1/22/2019
6053,Monterey ,0,100,100,0,0,0,1/22/2019
6055,Napa ,0,100,54.64,0,0,0,1/22/2019
6057,Nevada ,0,100,4.89,0,0,0,1/22/2019
6059,Orange ,0,100,100,0,0,0,1/22/2019
6061,Placer ,0,100,6.26,0,0,0,1/22/2019
6063,Plumas ,0,100,100,0,0,0,1/22/2019
6065,Riverside ,0,100,99.96,0,0,0,1/22/2019
6067,Sacramento ,0,100,17.91,0,0,0,1/22/2019
6069,San Benito ,0,100,100,0,0,0,1/22/2019
6071,San Bernardino ,0,100,82.69,0,0,0,1/22/2019
6073,San Diego ,0,100,100,0,0,0,1/22/2019
6075,San Francisco ,0,100,1.13,0,0,0,1/22/2019
6077,San Joaquin ,0,100,18.62,0,0,0,1/22/2019
6079,San Luis Obispo ,0,100,100,0,0,0,1/22/2019
6081,San Mateo ,0,100,79.54,0,0,0,1/22/2019
6083,Santa Barbara ,0,100,100,0,0,0,1/22/2019
6085,Santa Clara ,0,100,100,0,0,0,1/22/2019
6087,Santa Cruz ,0,100,100,0,0,0,1/22/2019
6089,Shasta ,0,100,99,0,0,0,1/22/2019
6091,Sierra ,0,100,93.15,0,0,0,1/22/2019
6093,Siskiyou ,0,100,99.67,68.23,17.65,0,1/22/2019
6095,Solano ,0,100,0,0,0,0,1/22/2019
6097,Sonoma ,0,100,96.08,0,0,0,1/22/2019
6099,Stanislaus ,0,100,68.62,0,0,0,1/22/2019
6101,Sutter ,0,100,100,0,0,0,1/22/2019
6103,Tehama ,0,100,88.93,0,0,0,1/22/2019
6105,Trinity ,0,100,100,20.78,0,0,1/22/2019
6107,Tulare ,25.46,74.54,17.51,0,0,0,1/22/2019
6109,Tuolumne ,91.02,8.98,0,0,0,0,1/22/2019
6111,Ventura ,0,100,100,0,0,0,1/22/2019
6113,Yolo ,0,100,31.87,0,0,0,1/22/2019
6115,Yuba ,0,100,90.59,0,0,0,1/22/2019
6001,Alameda ,0,100,49.68,0,0,0,1/15/2019
6003,Alpine ,98.61,1.39,0,0,0,0,1/15/2019
6005,Amador ,33.88,66.12,0,0,0,0,1/15/2019
6007,Butte ,0,100,100,0,0,0,1/15/2019
6009,Calaveras ,42.29,57.71,0,0,0,0,1/15/2019
6011,Colusa ,0,100,37.26,0,0,0,1/15/2019
6013,Contra Costa ,0,100,0,0,0,0,1/15/2019
6015,Del Norte ,0,100,100,1.46,0,0,1/15/2019
6017,El Dorado ,25.96,74.04,0,0,0,0,1/15/2019
6019,Fresno ,24.79,75.21,47.19,0,0,0,1/15/2019
6021,Glenn ,0,100,61.44,0,0,0,1/15/2019
6023,Humboldt ,0,100,100,0.02,0,0,1/15/2019
6025,Imperial ,0,100,86.57,0,0,0,1/15/2019
6027,Inyo ,8.58,91.42,72.67,0,0,0,1/15/2019
6029,Kern ,0,100,84.21,0,0,0,1/15/2019
6031,Kings ,0,100,100,0,0,0,1/15/2019
6033,Lake ,0,100,100,0,0,0,1/15/2019
6035,Lassen ,0,100,82.04,0,0,0,1/15/2019
6037,Los Angeles ,0,100,100,3.55,0,0,1/15/2019
6039,Madera ,37.29,62.71,12.37,0,0,0,1/15/2019
6041,Marin ,0,100,74.91,0,0,0,1/15/2019
6043,Mariposa ,91.6,8.4,0,0,0,0,1/15/2019
6045,Mendocino ,0,100,100,0,0,0,1/15/2019
6047,Merced ,0,100,69.6,0,0,0,1/15/2019
6049,Modoc ,0,100,25.38,10.1,0,0,1/15/2019
6051,Mono ,84.16,15.84,0,0,0,0,1/15/2019
6053,Monterey ,0,100,100,0,0,0,1/15/2019
6055,Napa ,0,100,54.64,0,0,0,1/15/2019
6057,Nevada ,0,100,4.89,0,0,0,1/15/2019
6059,Orange ,0,100,100,0,0,0,1/15/2019
6061,Placer ,0,100,6.26,0,0,0,1/15/2019
6063,Plumas ,0,100,100,0,0,0,1/15/2019
6065,Riverside ,0,100,100,0,0,0,1/15/2019
6067,Sacramento ,0,100,17.91,0,0,0,1/15/2019
6069,San Benito ,0,100,100,0,0,0,1/15/2019
6071,San Bernardino ,0,100,99.84,9.97,0,0,1/15/2019
6073,San Diego ,0,100,100,0,0,0,1/15/2019
6075,San Francisco ,0,100,1.13,0,0,0,1/15/2019
6077,San Joaquin ,0,100,18.62,0,0,0,1/15/2019
6079,San Luis Obispo ,0,100,100,0,0,0,1/15/2019
6081,San Mateo ,0,100,79.54,0,0,0,1/15/2019
6083,Santa Barbara ,0,100,100,0.17,0,0,1/15/2019
6085,Santa Clara ,0,100,100,0,0,0,1/15/2019
6087,Santa Cruz ,0,100,100,0,0,0,1/15/2019
6089,Shasta ,0,100,99,0,0,0,1/15/2019
6091,Sierra ,0,100,93.15,0,0,0,1/15/2019
6093,Siskiyou ,0,100,99.67,68.23,17.65,0,1/15/2019
6095,Solano ,0,100,0,0,0,0,1/15/2019
6097,Sonoma ,0,100,96.08,0,0,0,1/15/2019
6099,Stanislaus ,0,100,68.62,0,0,0,1/15/2019
6101,Sutter ,0,100,100,0,0,0,1/15/2019
6103,Tehama ,0,100,88.93,0,0,0,1/15/2019
6105,Trinity ,0,100,100,20.78,0,0,1/15/2019
6107,Tulare ,25.46,74.54,17.51,0,0,0,1/15/2019
6109,Tuolumne ,91.02,8.98,0,0,0,0,1/15/2019
6111,Ventura ,0,100,100,63.13,0,0,1/15/2019
6113,Yolo ,0,100,31.87,0,0,0,1/15/2019
6115,Yuba ,0,100,90.59,0,0,0,1/15/2019
6001,Alameda ,0,100,49.68,0,0,0,1/8/2019
6003,Alpine ,98.61,1.39,0,0,0,0,1/8/2019
6005,Amador ,33.88,66.12,0,0,0,0,1/8/2019
6007,Butte ,0,100,100,0,0,0,1/8/2019
6009,Calaveras ,42.29,57.71,0,0,0,0,1/8/2019
6011,Colusa ,0,100,37.26,0,0,0,1/8/2019
6013,Contra Costa ,0,100,0,0,0,0,1/8/2019
6015,Del Norte ,0,100,100,1.46,0,0,1/8/2019
6017,El Dorado ,25.96,74.04,0,0,0,0,1/8/2019
6019,Fresno ,24.79,75.21,47.19,0,0,0,1/8/2019
6021,Glenn ,0,100,61.44,0,0,0,1/8/2019
6023,Humboldt ,0,100,100,0.02,0,0,1/8/2019
6025,Imperial ,0,100,86.57,53.12,0,0,1/8/2019
6027,Inyo ,8.58,91.42,72.67,0,0,0,1/8/2019
6029,Kern ,0,100,84.21,0,0,0,1/8/2019
6031,Kings ,0,100,100,0,0,0,1/8/2019
6033,Lake ,0,100,100,0,0,0,1/8/2019
6035,Lassen ,0,100,82.04,0,0,0,1/8/2019
6037,Los Angeles ,0,100,100,72.41,3.55,0,1/8/2019
6039,Madera ,37.29,62.71,12.37,0,0,0,1/8/2019
6041,Marin ,0,100,74.91,0,0,0,1/8/2019
6043,Mariposa ,91.6,8.4,0,0,0,0,1/8/2019
6045,Mendocino ,0,100,100,0,0,0,1/8/2019
6047,Merced ,0,100,69.6,0,0,0,1/8/2019
6049,Modoc ,0,100,25.38,10.1,0,0,1/8/2019
6051,Mono ,84.16,15.84,0,0,0,0,1/8/2019
6053,Monterey ,0,100,100,0,0,0,1/8/2019
6055,Napa ,0,100,54.64,0,0,0,1/8/2019
6057,Nevada ,0,100,4.89,0,0,0,1/8/2019
6059,Orange ,0,100,100,100,0,0,1/8/2019
6061,Placer ,0,100,6.26,0,0,0,1/8/2019
6063,Plumas ,0,100,100,0,0,0,1/8/2019
6065,Riverside ,0,100,100,24.02,0,0,1/8/2019
6067,Sacramento ,0,100,17.91,0,0,0,1/8/2019
6069,San Benito ,0,100,100,0,0,0,1/8/2019
6071,San Bernardino ,0,100,99.84,10.88,0,0,1/8/2019
6073,San Diego ,0,100,100,33.47,0,0,1/8/2019
6075,San Francisco ,0,100,1.13,0,0,0,1/8/2019
6077,San Joaquin ,0,100,18.62,0,0,0,1/8/2019
6079,San Luis Obispo ,0,100,100,33.64,0,0,1/8/2019
6081,San Mateo ,0,100,79.54,0,0,0,1/8/2019
6083,Santa Barbara ,0,100,100,93.19,0.17,0,1/8/2019
6085,Santa Clara ,0,100,100,0,0,0,1/8/2019
6087,Santa Cruz ,0,100,100,0,0,0,1/8/2019
6089,Shasta ,0,100,99,0,0,0,1/8/2019
6091,Sierra ,0,100,93.15,0,0,0,1/8/2019
6093,Siskiyou ,0,100,99.67,68.23,17.65,0,1/8/2019
6095,Solano ,0,100,0,0,0,0,1/8/2019
6097,Sonoma ,0,100,96.08,0,0,0,1/8/2019
6099,Stanislaus ,0,100,68.62,0,0,0,1/8/2019
6101,Sutter ,0,100,100,0,0,0,1/8/2019
6103,Tehama ,0,100,88.93,0,0,0,1/8/2019
6105,Trinity ,0,100,100,20.78,0,0,1/8/2019
6107,Tulare ,25.46,74.54,17.51,0,0,0,1/8/2019
6109,Tuolumne ,91.02,8.98,0,0,0,0,1/8/2019
6111,Ventura ,0,100,100,91.28,63.13,0,1/8/2019
6113,Yolo ,0,100,31.87,0,0,0,1/8/2019
6115,Yuba ,0,100,90.59,0,0,0,1/8/2019
6001,Alameda ,0,100,49.68,0,0,0,1/1/2019
6003,Alpine ,98.61,1.39,0,0,0,0,1/1/2019
6005,Amador ,33.88,66.12,0,0,0,0,1/1/2019
6007,Butte ,0,100,100,0,0,0,1/1/2019
6009,Calaveras ,42.29,57.71,0,0,0,0,1/1/2019
6011,Colusa ,0,100,37.26,0,0,0,1/1/2019
6013,Contra Costa ,0,100,0,0,0,0,1/1/2019
6015,Del Norte ,0,100,100,1.46,0,0,1/1/2019
6017,El Dorado ,25.96,74.04,0,0,0,0,1/1/2019
6019,Fresno ,24.79,75.21,47.19,0,0,0,1/1/2019
