FIPS,County,None,D0,D1,D2,D3,D4,Date
6001,Alameda ,0,100,100,95.42,0,0,9/29/2020
6003,Alpine ,0,100,100,0,0,0,9/29/2020
6005,Amador ,0,100,100,0,0,0,9/29/2020
6007,Butte ,0,100,100,100,66.33,0,9/29/2020
6009,Calaveras ,0,100,100,0,0,0,9/29/2020
6011,Colusa ,0,100,100,100,100,0,9/29/2020
6013,Contra Costa ,0,100,100,100,0,0,9/29/2020
6015,Del Norte ,0,100,100,100,1.87,0,9/29/2020
6017,El Dorado ,0,100,100,0,0,0,9/29/2020
6019,Fresno ,0,100,59.72,0,0,0,9/29/2020
6021,Glenn ,0,100,100,100,100,0,9/29/2020
6023,Humboldt ,0,100,100,75.29,0.69,0,9/29/2020
6025,Imperial ,0,100,93.91,0,0,0,9/29/2020
6027,Inyo ,0,100,85.98,4.8,0,0,9/29/2020
6029,Kern ,58.27,41.73,0,0,0,0,9/29/2020
6031,Kings ,10.74,89.26,0,0,0,0,9/29/2020
6033,Lake ,0,100,100,100,100,0,9/29/2020
6035,Lassen ,0,100,100,100,2.15,0,9/29/2020
6037,Los Angeles ,80.9,19.1,0,0,0,0,9/29/2020
6039,Madera ,0,100,100,0,0,0,9/29/2020
6041,Marin ,0,100,100,100,0,0,9/29/2020
6043,Mariposa ,0,100,100,0,0,0,9/29/2020
6045,Mendocino ,0,100,100,100,48.71,0,9/29/2020
6047,Merced ,0,100,81.86,0,0,0,9/29/2020
6049,Modoc ,0,100,100,100,2.57,0,9/29/2020
6051,Mono ,0,100,100,1.91,0,0,9/29/2020
6053,Monterey ,83.29,16.71,0,0,0,0,9/29/2020
6055,Napa ,0,100,100,100,89.6,0,9/29/2020
6057,Nevada ,0,100,100,65.16,0,0,9/29/2020
6059,Orange ,100,0,0,0,0,0,9/29/2020
6061,Placer ,0,100,100,20.25,0,0,9/29/2020
6063,Plumas ,0,100,100,100,0,0,9/29/2020
6065,Riverside ,21.93,78.07,55.51,0,0,0,9/29/2020
6067,Sacramento ,0,100,100,89.55,16.91,0,9/29/2020
6069,San Benito ,0.33,99.67,0.39,0,0,0,9/29/2020
6071,San Bernardino ,2.44,97.56,52.06,16.85,0,0,9/29/2020
6073,San Diego ,56.67,43.33,1.01,0,0,0,9/29/2020
6075,San Francisco ,0,100,100,100,0,0,9/29/2020
6077,San Joaquin ,0,100,100,81.55,0,0,9/29/2020
6079,San Luis Obispo ,100,0,0,0,0,0,9/29/2020
6081,San Mateo ,0,100,100,59.38,0,0,9/29/2020
6083,Santa Barbara ,100,0,0,0,0,0,9/29/2020
6085,Santa Clara ,0,100,94.91,2.97,0,0,9/29/2020
6087,Santa Cruz ,0.81,99.19,57.78,0,0,0,9/29/2020
6089,Shasta ,0,100,100,100,14.47,0,9/29/2020
6091,Sierra ,0,100,100,97.3,0,0,9/29/2020
6093,Siskiyou ,0,100,100,100,70.2,0,9/29/2020
6095,Solano ,0,100,100,100,57,0,9/29/2020
6097,Sonoma ,0,100,100,100,10.56,0,9/29/2020
6099,Stanislaus ,0,100,100,0,0,0,9/29/2020
6101,Sutter ,0,100,100,100,90.12,0,9/29/2020
6103,Tehama ,0,100,100,100,70.84,0,9/29/2020
6105,Trinity ,0,100,100,100,89.78,0,9/29/2020
6107,Tulare ,1.76,98.24,53.28,0,0,0,9/29/2020
6109,Tuolumne ,0,100,100,0,0,0,9/29/2020
6111,Ventura ,100,0,0,0,0,0,9/29/2020
6113,Yolo ,0,100,100,100,100,0,9/29/2020
6115,Yuba ,0,100,100,100,27.44,0,9/29/2020
6001,Alameda ,0,100,100,90.19,0,0,9/22/2020
6003,Alpine ,0,100,100,0,0,0,9/22/2020
6005,Amador ,0,100,100,0,0,0,9/22/2020
6007,Butte ,0,100,100,100,0,0,9/22/2020
6009,Calaveras ,0,100,100,0,0,0,9/22/2020
6011,Colusa ,0,100,100,100,0,0,9/22/2020
6013,Contra Costa ,0,100,100,100,0,0,9/22/2020
6015,Del Norte ,0,100,100,100,1.87,0,9/22/2020
6017,El Dorado ,0,100,100,0,0,0,9/22/2020
6019,Fresno ,0,100,59.33,0,0,0,9/22/2020
6021,Glenn ,0,100,100,100,0,0,9/22/2020
6023,Humboldt ,0,100,100,75.29,0.48,0,9/22/2020
6025,Imperial ,0,100,93.91,0,0,0,9/22/2020
6027,Inyo ,0,100,84.71,4.8,0,0,9/22/2020
6029,Kern ,59.53,40.47,0,0,0,0,9/22/2020
6031,Kings ,16.61,83.39,0,0,0,0,9/22/2020
6033,Lake ,0,100,100,100,0,0,9/22/2020
6035,Lassen ,0,100,100,100,0,0,9/22/2020
6037,Los Angeles ,80.9,19.1,0,0,0,0,9/22/2020
6039,Madera ,0,100,100,0,0,0,9/22/2020
6041,Marin ,0,100,100,100,0,0,9/22/2020
6043,Mariposa ,0,100,100,0,0,0,9/22/2020
6045,Mendocino ,0,100,100,100,0,0,9/22/2020
6047,Merced ,0,100,71.73,0,0,0,9/22/2020
6049,Modoc ,0,100,100,100,2.57,0,9/22/2020
6051,Mono ,0,100,100,1.91,0,0,9/22/2020
6053,Monterey ,85.81,14.19,0,0,0,0,9/22/2020
6055,Napa ,0,100,100,100,0,0,9/22/2020
6057,Nevada ,0,100,100,54.48,0,0,9/22/2020
6059,Orange ,100,0,0,0,0,0,9/22/2020
6061,Placer ,0,100,100,17.34,0,0,9/22/2020
6063,Plumas ,0,100,100,100,0,0,9/22/2020
6065,Riverside ,21.93,78.07,55.51,0,0,0,9/22/2020
6067,Sacramento ,0,100,100,88.05,0,0,9/22/2020
6069,San Benito ,0.56,99.44,0.39,0,0,0,9/22/2020
6071,San Bernardino ,2.44,97.56,52.06,16.85,0,0,9/22/2020
6073,San Diego ,56.96,43.04,1.01,0,0,0,9/22/2020
6075,San Francisco ,0,100,100,100,0,0,9/22/2020
6077,San Joaquin ,0,100,100,72.27,0,0,9/22/2020
6079,San Luis Obispo ,100,0,0,0,0,0,9/22/2020
6081,San Mateo ,0,100,100,19.33,0,0,9/22/2020
6083,Santa Barbara ,100,0,0,0,0,0,9/22/2020
6085,Santa Clara ,0,100,86.83,0,0,0,9/22/2020
6087,Santa Cruz ,1.25,98.75,57.78,0,0,0,9/22/2020
6089,Shasta ,0,100,100,100,0.17,0,9/22/2020
6091,Sierra ,0,100,100,96.9,0,0,9/22/2020
6093,Siskiyou ,0,100,100,100,69.98,0,9/22/2020
6095,Solano ,0,100,100,100,0,0,9/22/2020
6097,Sonoma ,0,100,100,100,0,0,9/22/2020
6099,Stanislaus ,0,100,84.02,0,0,0,9/22/2020
6101,Sutter ,0,100,100,100,0,0,9/22/2020
6103,Tehama ,0,100,100,100,0,0,9/22/2020
6105,Trinity ,0,100,100,100,24.08,0,9/22/2020
6107,Tulare ,4.69,95.31,49.42,0,0,0,9/22/2020
6109,Tuolumne ,0,100,100,0,0,0,9/22/2020
6111,Ventura ,100,0,0,0,0,0,9/22/2020
6113,Yolo ,0,100,100,100,0,0,9/22/2020
6115,Yuba ,0,100,100,100,0,0,9/22/2020
6001,Alameda ,0,100,100,90.19,0,0,9/15/2020
6003,Alpine ,0,100,100,0,0,0,9/15/2020
6005,Amador ,0,100,100,0,0,0,9/15/2020
6007,Butte ,0,100,100,100,0,0,9/15/2020
6009,Calaveras ,0,100,100,0,0,0,9/15/2020
6011,Colusa ,0,100,100,100,0,0,9/15/2020
6013,Contra Costa ,0,100,100,100,0,0,9/15/2020
6015,Del Norte ,0,100,100,100,1.87,0,9/15/2020
6017,El Dorado ,0,100,100,0,0,0,9/15/2020
6019,Fresno ,0,100,59.33,0,0,0,9/15/2020
6021,Glenn ,0,100,100,100,0,0,9/15/2020
6023,Humboldt ,0,100,100,75.29,0.48,0,9/15/2020
6025,Imperial ,0,100,93.91,0,0,0,9/15/2020
6027,Inyo ,0,100,84.71,4.8,0,0,9/15/2020
6029,Kern ,59.53,40.47,0,0,0,0,9/15/2020
6031,Kings ,16.61,83.39,0,0,0,0,9/15/2020
6033,Lake ,0,100,100,100,0,0,9/15/2020
6035,Lassen ,0,100,100,100,0,0,9/15/2020
6037,Los Angeles ,80.9,19.1,0,0,0,0,9/15/2020
6039,Madera ,0,100,100,0,0,0,9/15/2020
6041,Marin ,0,100,100,100,0,0,9/15/2020
6043,Mariposa ,0,100,100,0,0,0,9/15/2020
6045,Mendocino ,0,100,100,100,0,0,9/15/2020
6047,Merced ,0,100,71.73,0,0,0,9/15/2020
6049,Modoc ,0,100,100,99.76,1.57,0,9/15/2020
6051,Mono ,0,100,100,1.91,0,0,9/15/2020
6053,Monterey ,85.81,14.19,0,0,0,0,9/15/2020
6055,Napa ,0,100,100,100,0,0,9/15/2020
6057,Nevada ,0,100,100,54.48,0,0,9/15/2020
6059,Orange ,100,0,0,0,0,0,9/15/2020
6061,Placer ,0,100,100,17.34,0,0,9/15/2020
6063,Plumas ,0,100,100,100,0,0,9/15/2020
6065,Riverside ,21.93,78.07,55.51,0,0,0,9/15/2020
6067,Sacramento ,0,100,100,88.05,0,0,9/15/2020
6069,San Benito ,0.56,99.44,0.39,0,0,0,9/15/2020
6071,San Bernardino ,2.44,97.56,52.06,16.85,0,0,9/15/2020
6073,San Diego ,56.96,43.04,1.01,0,0,0,9/15/2020
6075,San Francisco ,0,100,100,100,0,0,9/15/2020
6077,San Joaquin ,0,100,100,72.27,0,0,9/15/2020
6079,San Luis Obispo ,100,0,0,0,0,0,9/15/2020
6081,San Mateo ,0,100,100,19.33,0,0,9/15/2020
6083,Santa Barbara ,100,0,0,0,0,0,9/15/2020
6085,Santa Clara ,0,100,86.83,0,0,0,9/15/2020
6087,Santa Cruz ,1.25,98.75,57.78,0,0,0,9/15/2020
6089,Shasta ,0,100,100,100,0.07,0,9/15/2020
6091,Sierra ,0,100,100,96.9,0,0,9/15/2020
6093,Siskiyou ,0,100,100,100,66.41,0,9/15/2020
6095,Solano ,0,100,100,100,0,0,9/15/2020
6097,Sonoma ,0,100,100,100,0,0,9/15/2020
6099,Stanislaus ,0,100,84.02,0,0,0,9/15/2020
6101,Sutter ,0,100,100,100,0,0,9/15/2020
6103,Tehama ,0,100,100,100,0,0,9/15/2020
6105,Trinity ,0,100,100,100,21.8,0,9/15/2020
6107,Tulare ,4.69,95.31,49.42,0,0,0,9/15/2020
6109,Tuolumne ,0,100,100,0,0,0,9/15/2020
6111,Ventura ,100,0,0,0,0,0,9/15/2020
6113,Yolo ,0,100,100,100,0,0,9/15/2020
6115,Yuba ,0,100,100,100,0,0,9/15/2020
6001,Alameda ,0,100,100,90.19,0,0,9/8/2020
6003,Alpine ,0,100,100,0,0,0,9/8/2020
6005,Amador ,0,100,100,0,0,0,9/8/2020
6007,Butte ,0,100,100,100,0,0,9/8/2020
6009,Calaveras ,0,100,100,0,0,0,9/8/2020
6011,Colusa ,0,100,100,100,0,0,9/8/2020
6013,Contra Costa ,0,100,100,100,0,0,9/8/2020
6015,Del Norte ,0,100,100,100,0,0,9/8/2020
6017,El Dorado ,0,100,100,0,0,0,9/8/2020
6019,Fresno ,0,100,57.24,0,0,0,9/8/2020
6021,Glenn ,0,100,100,100,0,0,9/8/2020
6023,Humboldt ,0,100,100,75.29,0.48,0,9/8/2020
6025,Imperial ,0,100,0,0,0,0,9/8/2020
6027,Inyo ,0.71,99.29,27.54,0,0,0,9/8/2020
6029,Kern ,99.83,0.17,0,0,0,0,9/8/2020
6031,Kings ,16.61,83.39,0,0,0,0,9/8/2020
6033,Lake ,0,100,100,100,0,0,9/8/2020
6035,Lassen ,0,100,100,100,0,0,9/8/2020
6037,Los Angeles ,100,0,0,0,0,0,9/8/2020
6039,Madera ,0,100,100,0,0,0,9/8/2020
6041,Marin ,0,100,100,100,0,0,9/8/2020
6043,Mariposa ,0,100,100,0,0,0,9/8/2020
6045,Mendocino ,0,100,100,100,0,0,9/8/2020
6047,Merced ,0,100,71.73,0,0,0,9/8/2020
6049,Modoc ,0,100,100,99.76,1.57,0,9/8/2020
6051,Mono ,0,100,100,0,0,0,9/8/2020
6053,Monterey ,85.81,14.19,0,0,0,0,9/8/2020
6055,Napa ,0,100,100,100,0,0,9/8/2020
6057,Nevada ,0,100,100,54.48,0,0,9/8/2020
6059,Orange ,100,0,0,0,0,0,9/8/2020
6061,Placer ,0,100,100,17.34,0,0,9/8/2020
6063,Plumas ,0,100,100,100,0,0,9/8/2020
6065,Riverside ,21.93,78.07,0.24,0,0,0,9/8/2020
6067,Sacramento ,0,100,100,88.05,0,0,9/8/2020
6069,San Benito ,0.56,99.44,0.39,0,0,0,9/8/2020
6071,San Bernardino ,17.1,82.9,26.55,1.64,0,0,9/8/2020
6073,San Diego ,56.96,43.04,0,0,0,0,9/8/2020
6075,San Francisco ,0,100,100,100,0,0,9/8/2020
6077,San Joaquin ,0,100,100,72.27,0,0,9/8/2020
6079,San Luis Obispo ,100,0,0,0,0,0,9/8/2020
6081,San Mateo ,0,100,100,19.33,0,0,9/8/2020
6083,Santa Barbara ,100,0,0,0,0,0,9/8/2020
6085,Santa Clara ,0,100,86.83,0,0,0,9/8/2020
6087,Santa Cruz ,1.25,98.75,57.78,0,0,0,9/8/2020
6089,Shasta ,0,100,100,100,0.07,0,9/8/2020
6091,Sierra ,0,100,100,96.9,0,0,9/8/2020
6093,Siskiyou ,0,100,100,100,63.48,0,9/8/2020
6095,Solano ,0,100,100,100,0,0,9/8/2020
6097,Sonoma ,0,100,100,100,0,0,9/8/2020
6099,Stanislaus ,0,100,84.02,0,0,0,9/8/2020
6101,Sutter ,0,100,100,100,0,0,9/8/2020
6103,Tehama ,0,100,100,100,0,0,9/8/2020
6105,Trinity ,0,100,100,100,21.8,0,9/8/2020
6107,Tulare ,16,84,29.25,0,0,0,9/8/2020
6109,Tuolumne ,0,100,100,0,0,0,9/8/2020
6111,Ventura ,100,0,0,0,0,0,9/8/2020
6113,Yolo ,0,100,100,100,0,0,9/8/2020
6115,Yuba ,0,100,100,100,0,0,9/8/2020
6001,Alameda ,0,100,100,42.86,0,0,9/1/2020
6003,Alpine ,0,100,100,0,0,0,9/1/2020
6005,Amador ,0,100,100,0,0,0,9/1/2020
6007,Butte ,0,100,100,100,0,0,9/1/2020
6009,Calaveras ,0,100,100,0,0,0,9/1/2020
6011,Colusa ,0,100,100,100,0,0,9/1/2020
6013,Contra Costa ,0,100,100,68.24,0,0,9/1/2020
6015,Del Norte ,0,100,100,100,0,0,9/1/2020
6017,El Dorado ,0,100,100,0,0,0,9/1/2020
6019,Fresno ,0,100,58.71,0,0,0,9/1/2020
6021,Glenn ,0,100,100,100,0,0,9/1/2020
6023,Humboldt ,0,100,100,75.29,0.48,0,9/1/2020
6025,Imperial ,0,100,0,0,0,0,9/1/2020
6027,Inyo ,0.65,99.35,28.08,0,0,0,9/1/2020
6029,Kern ,99.79,0.21,0,0,0,0,9/1/2020
6031,Kings ,13.86,86.14,0,0,0,0,9/1/2020
6033,Lake ,0,100,100,100,0,0,9/1/2020
6035,Lassen ,0,100,100,100,0,0,9/1/2020
6037,Los Angeles ,100,0,0,0,0,0,9/1/2020
6039,Madera ,0,100,100,0,0,0,9/1/2020
6041,Marin ,0,100,100,100,0,0,9/1/2020
6043,Mariposa ,0,100,100,0,0,0,9/1/2020
6045,Mendocino ,0,100,100,100,0,0,9/1/2020
6047,Merced ,0,100,72.57,0,0,0,9/1/2020
6049,Modoc ,0,100,100,99.76,1.57,0,9/1/2020
6051,Mono ,0,100,100,0,0,0,9/1/2020
6053,Monterey ,84.98,15.02,0,0,0,0,9/1/2020
6055,Napa ,0,100,100,100,0,0,9/1/2020
6057,Nevada ,0,100,100,54.48,0,0,9/1/2020
6059,Orange ,100,0,0,0,0,0,9/1/2020
6061,Placer ,0,100,100,17.34,0,0,9/1/2020
6063,Plumas ,0,100,100,100,0,0,9/1/2020
6065,Riverside ,22.11,77.89,0.28,0,0,0,9/1/2020
6067,Sacramento ,0,100,100,80.08,0,0,9/1/2020
6069,San Benito ,0.52,99.48,0.87,0,0,0,9/1/2020
6071,San Bernardino ,17.33,82.67,26.95,0.14,0,0,9/1/2020
6073,San Diego ,57.35,42.65,0,0,0,0,9/1/2020
6075,San Francisco ,0,100,100,100,0,0,9/1/2020
6077,San Joaquin ,0,100,100,7.05,0,0,9/1/2020
6079,San Luis Obispo ,100,0,0,0,0,0,9/1/2020
6081,San Mateo ,0,100,100,19.33,0,0,9/1/2020
6083,Santa Barbara ,100,0,0,0,0,0,9/1/2020
6085,Santa Clara ,0,100,86.83,0,0,0,9/1/2020
6087,Santa Cruz ,0.55,99.45,63.61,0,0,0,9/1/2020
6089,Shasta ,0,100,100,100,0.07,0,9/1/2020
6091,Sierra ,0,100,100,96.9,0,0,9/1/2020
6093,Siskiyou ,0,100,100,100,63.48,0,9/1/2020
6095,Solano ,0,100,100,100,0,0,9/1/2020
6097,Sonoma ,0,100,100,100,0,0,9/1/2020
6099,Stanislaus ,0,100,82.96,0,0,0,9/1/2020
6101,Sutter ,0,100,100,100,0,0,9/1/2020
6103,Tehama ,0,100,100,100,0,0,9/1/2020
6105,Trinity ,0,100,100,100,21.8,0,9/1/2020
6107,Tulare ,14.26,85.74,30.23,0,0,0,9/1/2020
6109,Tuolumne ,0,100,100,0,0,0,9/1/2020
6111,Ventura ,100,0,0,0,0,0,9/1/2020
6113,Yolo ,0,100,100,100,0,0,9/1/2020
6115,Yuba ,0,100,100,100,0,0,9/1/2020
6001,Alameda ,0,100,100,44.56,0,0,8/25/2020
6003,Alpine ,0,100,100,0,0,0,8/25/2020
6005,Amador ,0,100,100,0,0,0,8/25/2020
6007,Butte ,0,100,100,100,0,0,8/25/2020
6009,Calaveras ,0,100,100,0,0,0,8/25/2020
6011,Colusa ,0,100,100,100,0,0,8/25/2020
6013,Contra Costa ,0,100,100,71.53,0,0,8/25/2020
6015,Del Norte ,0,100,100,100,0,0,8/25/2020
6017,El Dorado ,0,100,100,0,0,0,8/25/2020
6019,Fresno ,0,100,58.71,0,0,0,8/25/2020
6021,Glenn ,0,100,100,100,0,0,8/25/2020
6023,Humboldt ,0,100,100,74.52,0.48,0,8/25/2020
6025,Imperial ,0,100,0,0,0,0,8/25/2020
6027,Inyo ,0.73,99.27,28.08,0,0,0,8/25/2020
6029,Kern ,99.84,0.16,0,0,0,0,8/25/2020
6031,Kings ,14.26,85.74,0,0,0,0,8/25/2020
6033,Lake ,0,100,100,100,0,0,8/25/2020
6035,Lassen ,0,100,100,100,0,0,8/25/2020
6037,Los Angeles ,100,0,0,0,0,0,8/25/2020
6039,Madera ,0,100,100,0,0,0,8/25/2020
6041,Marin ,0,100,100,100,0,0,8/25/2020
6043,Mariposa ,0,100,100,0,0,0,8/25/2020
6045,Mendocino ,0,100,100,100,0,0,8/25/2020
6047,Merced ,0,100,72.57,0,0,0,8/25/2020
6049,Modoc ,0,100,100,99.7,1.57,0,8/25/2020
6051,Mono ,0,100,100,0,0,0,8/25/2020
6053,Monterey ,86.57,13.43,0,0,0,0,8/25/2020
6055,Napa ,0,100,100,100,0,0,8/25/2020
6057,Nevada ,0,100,100,60.7,0,0,8/25/2020
6059,Orange ,100,0,0,0,0,0,8/25/2020
6061,Placer ,0,100,100,18.22,0,0,8/25/2020
6063,Plumas ,0,100,100,100,0,0,8/25/2020
6065,Riverside ,22.49,77.51,0.28,0,0,0,8/25/2020
6067,Sacramento ,0,100,100,81.13,0,0,8/25/2020
6069,San Benito ,1.01,98.99,0.87,0,0,0,8/25/2020
6071,San Bernardino ,17.74,82.26,26.95,0.21,0,0,8/25/2020
6073,San Diego ,58.29,41.71,0,0,0,0,8/25/2020
6075,San Francisco ,0,100,100,100,0,0,8/25/2020
6077,San Joaquin ,0,100,100,8.89,0,0,8/25/2020
6079,San Luis Obispo ,100,0,0,0,0,0,8/25/2020
6081,San Mateo ,0,100,100,23.68,0,0,8/25/2020
6083,Santa Barbara ,100,0,0,0,0,0,8/25/2020
6085,Santa Clara ,0,100,86.83,0.13,0,0,8/25/2020
6087,Santa Cruz ,0.66,99.34,63.61,0,0,0,8/25/2020
6089,Shasta ,0,100,100,100,0.07,0,8/25/2020
6091,Sierra ,0,100,100,98.22,0,0,8/25/2020
6093,Siskiyou ,0,100,100,100,63.48,0,8/25/2020
6095,Solano ,0,100,100,100,0,0,8/25/2020
6097,Sonoma ,0,100,100,100,0,0,8/25/2020
6099,Stanislaus ,0,100,82.96,0,0,0,8/25/2020
6101,Sutter ,0,100,100,100,0,0,8/25/2020
6103,Tehama ,0,100,100,100,0,0,8/25/2020
6105,Trinity ,0,100,100,100,21.8,0,8/25/2020
6107,Tulare ,14.49,85.51,30.23,0,0,0,8/25/2020
6109,Tuolumne ,0,100,100,0,0,0,8/25/2020
6111,Ventura ,100,0,0,0,0,0,8/25/2020
6113,Yolo ,0,100,100,100,0,0,8/25/2020
6115,Yuba ,0,100,100,100,0,0,8/25/2020
6001,Alameda ,0,100,100,44.56,0,0,8/18/2020
6003,Alpine ,0,100,100,0,0,0,8/18/2020
6005,Amador ,0,100,100,0,0,0,8/18/2020
6007,Butte ,0,100,100,74.65,0,0,8/18/2020
6009,Calaveras ,0,100,100,0,0,0,8/18/2020
6011,Colusa ,0,100,100,100,0,0,8/18/2020
6013,Contra Costa ,0,100,100,71.53,0,0,8/18/2020
6015,Del Norte ,0,100,100,100,0,0,8/18/2020
6017,El Dorado ,0,100,100,0,0,0,8/18/2020
6019,Fresno ,0,100,58.68,0,0,0,8/18/2020
6021,Glenn ,0,100,100,100,0,0,8/18/2020
6023,Humboldt ,0,100,100,74.52,0.48,0,8/18/2020
6025,Imperial ,0,100,0,0,0,0,8/18/2020
6027,Inyo ,0.73,99.27,27.9,0,0,0,8/18/2020
6029,Kern ,99.84,0.16,0,0,0,0,8/18/2020
6031,Kings ,14.26,85.74,0,0,0,0,8/18/2020
6033,Lake ,0,100,100,100,0,0,8/18/2020
6035,Lassen ,0,100,100,0,0,0,8/18/2020
6037,Los Angeles ,100,0,0,0,0,0,8/18/2020
6039,Madera ,0,100,100,0,0,0,8/18/2020
6041,Marin ,0,100,100,100,0,0,8/18/2020
6043,Mariposa ,0,100,100,0,0,0,8/18/2020
6045,Mendocino ,0,100,100,100,0,0,8/18/2020
6047,Merced ,0,100,71.41,0,0,0,8/18/2020
6049,Modoc ,0,100,100,23.68,1.57,0,8/18/2020
6051,Mono ,0,100,100,0,0,0,8/18/2020
6053,Monterey ,86.57,13.43,0,0,0,0,8/18/2020
6055,Napa ,0,100,100,100,0,0,8/18/2020
6057,Nevada ,0,100,100,4.27,0,0,8/18/2020
6059,Orange ,100,0,0,0,0,0,8/18/2020
6061,Placer ,0,100,100,17.14,0,0,8/18/2020
6063,Plumas ,0,100,100,0,0,0,8/18/2020
6065,Riverside ,22.49,77.51,0,0,0,0,8/18/2020
6067,Sacramento ,0,100,100,81.13,0,0,8/18/2020
6069,San Benito ,1.01,98.99,0.98,0,0,0,8/18/2020
6071,San Bernardino ,17.74,82.26,25.75,0,0,0,8/18/2020
6073,San Diego ,58.29,41.71,0,0,0,0,8/18/2020
6075,San Francisco ,0,100,100,100,0,0,8/18/2020
6077,San Joaquin ,0,100,100,8.89,0,0,8/18/2020
6079,San Luis Obispo ,100,0,0,0,0,0,8/18/2020
6081,San Mateo ,0,100,100,23.68,0,0,8/18/2020
6083,Santa Barbara ,100,0,0,0,0,0,8/18/2020
6085,Santa Clara ,0,100,88.98,0.13,0,0,8/18/2020
6087,Santa Cruz ,0.66,99.34,64.76,0,0,0,8/18/2020
6089,Shasta ,0,100,100,44.94,0.07,0,8/18/2020
6091,Sierra ,0,100,100,0,0,0,8/18/2020
6093,Siskiyou ,0,100,100,94.21,63.48,0,8/18/2020
6095,Solano ,0,100,100,100,0,0,8/18/2020
6097,Sonoma ,0,100,100,100,0,0,8/18/2020
6099,Stanislaus ,0,100,82.44,0,0,0,8/18/2020
6101,Sutter ,0,100,100,100,0,0,8/18/2020
6103,Tehama ,0,100,100,69.47,0,0,8/18/2020
6105,Trinity ,0,100,100,100,21.8,0,8/18/2020
6107,Tulare ,14.49,85.51,30.62,0,0,0,8/18/2020
6109,Tuolumne ,0,100,100,0,0,0,8/18/2020
6111,Ventura ,100,0,0,0,0,0,8/18/2020
6113,Yolo ,0,100,100,100,0,0,8/18/2020
6115,Yuba ,0,100,100,72.59,0,0,8/18/2020
6001,Alameda ,0,100,100,44.56,0,0,8/11/2020
6003,Alpine ,0,100,100,0,0,0,8/11/2020
6005,Amador ,0,100,100,0,0,0,8/11/2020
6007,Butte ,0,100,100,74.65,0,0,8/11/2020
6009,Calaveras ,0,100,100,0,0,0,8/11/2020
6011,Colusa ,0,100,100,100,0,0,8/11/2020
6013,Contra Costa ,0,100,100,71.53,0,0,8/11/2020
6015,Del Norte ,0,100,100,100,0,0,8/11/2020
6017,El Dorado ,0,100,100,0,0,0,8/11/2020
6019,Fresno ,0,100,58.68,0,0,0,8/11/2020
6021,Glenn ,0,100,100,100,0,0,8/11/2020
6023,Humboldt ,0,100,100,74.52,0.48,0,8/11/2020
6025,Imperial ,100,0,0,0,0,0,8/11/2020
6027,Inyo ,1.04,98.96,19.35,0,0,0,8/11/2020
6029,Kern ,100,0,0,0,0,0,8/11/2020
6031,Kings ,13.57,86.43,0,0,0,0,8/11/2020
6033,Lake ,0,100,100,100,0,0,8/11/2020
6035,Lassen ,0,100,100,0,0,0,8/11/2020
6037,Los Angeles ,100,0,0,0,0,0,8/11/2020
6039,Madera ,0,100,100,0,0,0,8/11/2020
6041,Marin ,0,100,100,100,0,0,8/11/2020
6043,Mariposa ,0,100,100,0,0,0,8/11/2020
6045,Mendocino ,0,100,100,100,0,0,8/11/2020
6047,Merced ,0,100,71.41,0,0,0,8/11/2020
6049,Modoc ,0,100,100,23.68,1.57,0,8/11/2020
6051,Mono ,0,100,100,0,0,0,8/11/2020
6053,Monterey ,86.15,13.85,0,0,0,0,8/11/2020
6055,Napa ,0,100,100,100,0,0,8/11/2020
6057,Nevada ,0,100,100,4.27,0,0,8/11/2020
6059,Orange ,100,0,0,0,0,0,8/11/2020
6061,Placer ,0,100,100,17.14,0,0,8/11/2020
6063,Plumas ,0,100,100,0,0,0,8/11/2020
6065,Riverside ,98.24,1.76,0,0,0,0,8/11/2020
6067,Sacramento ,0,100,100,81.13,0,0,8/11/2020
6069,San Benito ,0.91,99.09,0.98,0,0,0,8/11/2020
6071,San Bernardino ,62.71,37.29,0,0,0,0,8/11/2020
6073,San Diego ,100,0,0,0,0,0,8/11/2020
6075,San Francisco ,0,100,100,100,0,0,8/11/2020
6077,San Joaquin ,0,100,100,8.89,0,0,8/11/2020
6079,San Luis Obispo ,100,0,0,0,0,0,8/11/2020
6081,San Mateo ,0,100,100,23.68,0,0,8/11/2020
6083,Santa Barbara ,100,0,0,0,0,0,8/11/2020
6085,Santa Clara ,0,100,88.98,0.13,0,0,8/11/2020
6087,Santa Cruz ,0.53,99.47,64.76,0,0,0,8/11/2020
6089,Shasta ,0,100,100,44.94,0.07,0,8/11/2020
6091,Sierra ,0,100,100,0,0,0,8/11/2020
6093,Siskiyou ,0,100,100,94.21,63.48,0,8/11/2020
6095,Solano ,0,100,100,100,0,0,8/11/2020
6097,Sonoma ,0,100,100,100,0,0,8/11/2020
6099,Stanislaus ,0,100,82.44,0,0,0,8/11/2020
6101,Sutter ,0,100,100,100,0,0,8/11/2020
6103,Tehama ,0,100,100,69.47,0,0,8/11/2020
6105,Trinity ,0,100,100,100,21.8,0,8/11/2020
6107,Tulare ,14.07,85.93,30.62,0,0,0,8/11/2020
6109,Tuolumne ,0,100,100,0,0,0,8/11/2020
6111,Ventura ,100,0,0,0,0,0,8/11/2020
6113,Yolo ,0,100,100,100,0,0,8/11/2020
6115,Yuba ,0,100,100,72.59,0,0,8/11/2020
